week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2019 W26,2019/06/23 00:00:00+00,2019/06/29 00:00:00+00,2026/05/10 00:00:00+00,3,6777,2,0,0,1,0,5104,49,220,404,998,0.23,0,0,0.03,0.04,0.06,RSV,131
2019 W27,2019/06/30 00:00:00+00,2019/07/06 00:00:00+00,2026/05/10 00:00:00+00,7,19936,6,0,1,0,0,5732,1113,3323,3606,6152,0.46,0.1,0.14,0.05,0.21,0.19,Influenza,132
2019 W27,2019/06/30 00:00:00+00,2019/07/06 00:00:00+00,2026/05/10 00:00:00+00,1,6778,1,0,0,0,0,5105,49,220,404,998,0.26,0,0,0.05,0,0.06,RSV,133
2019 W28,2019/07/07 00:00:00+00,2019/07/13 00:00:00+00,2026/05/10 00:00:00+00,12,19948,5,0,3,2,2,5737,1113,3326,3608,6154,0.53,0,0.09,0.05,0.09,0.16,Influenza,134
2019 W28,2019/07/07 00:00:00+00,2019/07/13 00:00:00+00,2026/05/10 00:00:00+00,6,6784,5,0,0,1,0,5110,49,220,405,998,0.4,0,0,0.03,0,0.08,RSV,135
2019 W29,2019/07/14 00:00:00+00,2019/07/20 00:00:00+00,2026/05/10 00:00:00+00,5,19953,5,0,0,0,0,5742,1113,3326,3608,6154,0.49,0.05,0.12,0.13,0.09,0.18,Influenza,136
2019 W29,2019/07/14 00:00:00+00,2019/07/20 00:00:00+00,2026/05/10 00:00:00+00,6,6790,6,0,0,0,0,5116,49,220,405,998,0.43,0,0,0.05,0.3,0.14,RSV,137
2019 W30,2019/07/21 00:00:00+00,2019/07/27 00:00:00+00,2026/05/10 00:00:00+00,11,19964,5,1,2,3,0,5747,1114,3328,3611,6154,0.4,0.21,0.05,0.08,0.04,0.14,Influenza,138
2019 W30,2019/07/21 00:00:00+00,2019/07/27 00:00:00+00,2026/05/10 00:00:00+00,10,6800,2,0,0,1,7,5118,49,220,406,1005,0.36,0,0,0.03,0.34,0.13,RSV,139
2019 W31,2019/07/28 00:00:00+00,2019/08/03 00:00:00+00,2026/05/10 00:00:00+00,6,19970,2,3,0,0,1,5749,1117,3328,3611,6155,0.26,0.26,0.07,0.13,0.04,0.14,Influenza,140
2019 W31,2019/07/28 00:00:00+00,2019/08/03 00:00:00+00,2026/05/10 00:00:00+00,4,6804,3,0,0,0,1,5121,49,220,406,1006,0.16,0,0,0.03,0.34,0.09,RSV,141
2019 W32,2019/08/04 00:00:00+00,2019/08/10 00:00:00+00,2026/05/10 00:00:00+00,5,19975,1,1,1,2,0,5750,1118,3329,3613,6155,0.1,0.41,0.02,0.08,0.04,0.1,Influenza,142
2019 W32,2019/08/04 00:00:00+00,2019/08/10 00:00:00+00,2026/05/10 00:00:00+00,0,6804,0,0,0,0,0,5121,49,220,406,1006,0.1,0,0,0,0.04,0.03,RSV,143
2019 W33,2019/08/11 00:00:00+00,2019/08/17 00:00:00+00,2026/05/10 00:00:00+00,5,19980,0,4,0,1,0,5750,1122,3329,3614,6155,0.03,0.36,0.05,0.13,0.13,0.12,Influenza,144
2019 W33,2019/08/11 00:00:00+00,2019/08/17 00:00:00+00,2026/05/10 00:00:00+00,0,6804,0,0,0,0,0,5121,49,220,406,1006,0.26,0,0,0,0,0.05,RSV,145
2019 W34,2019/08/18 00:00:00+00,2019/08/24 00:00:00+00,2026/05/10 00:00:00+00,8,19988,0,2,1,2,3,5750,1124,3330,3616,6158,0,0.36,0.02,0.08,0.21,0.1,Influenza,146
2019 W34,2019/08/18 00:00:00+00,2019/08/24 00:00:00+00,2026/05/10 00:00:00+00,8,6812,8,0,0,0,0,5129,49,220,406,1006,0.46,0,0,0,0,0.09,RSV,147
2019 W35,2019/08/25 00:00:00+00,2019/08/31 00:00:00+00,2026/05/10 00:00:00+00,3,19991,0,1,0,0,2,5750,1125,3330,3616,6160,0,0.16,0.02,0.05,0.34,0.09,Influenza,148
2019 W35,2019/08/25 00:00:00+00,2019/08/31 00:00:00+00,2026/05/10 00:00:00+00,6,6818,6,0,0,0,0,5135,49,220,406,1006,0.72,0,0.02,0,0,0.15,RSV,149
2020 W10,2020/03/01 00:00:00+00,2020/03/07 00:00:00+00,2026/05/10 00:00:00+00,16,16,3,0,8,5,0,3,0,8,5,0,,,,,,,COVID-19,150
2020 W27,2020/06/28 00:00:00+00,2020/07/04 00:00:00+00,2026/05/10 00:00:00+00,93,25480,8,10,39,23,13,506,1900,8773,7824,6463,0.69,2.9,2.79,1.37,1.33,1.81,COVID-19,151
2020 W10,2020/03/01 00:00:00+00,2020/03/07 00:00:00+00,2026/05/10 00:00:00+00,297,29822,160,36,50,26,25,9240,1912,4724,4835,9095,13.17,4.65,3.84,2.06,5.62,5.61,Influenza,152
2018 W52,2018/12/23 00:00:00+00,2018/12/29 00:00:00+00,2026/05/10 00:00:00+00,69,12141,25,1,14,24,5,2695,644,1967,2278,4548,4.54,1.03,2.86,3.09,3.52,3.12,Influenza,153
2017 W45,2017/11/05 00:00:00+00,2017/11/11 00:00:00+00,2026/05/10 00:00:00+00,46,170,45,0,0,1,0,161,0,0,3,6,8.13,0,0,0.21,0.26,1.69,RSV,154
2020 W43,2020/10/18 00:00:00+00,2020/10/24 00:00:00+00,2026/05/10 00:00:00+00,0,11208,0,0,0,0,0,8444,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,155
2020 W27,2020/06/28 00:00:00+00,2020/07/04 00:00:00+00,2026/05/10 00:00:00+00,0,31145,0,0,0,0,0,9797,2029,4969,4972,9360,0.23,0,0.07,0.05,0,0.08,Influenza,156
2017 W46,2017/11/12 00:00:00+00,2017/11/18 00:00:00+00,2026/05/10 00:00:00+00,13,58,2,1,2,2,6,7,4,16,16,14,0.13,0.16,0.12,0.13,0.34,0.16,Influenza,157
2018 W52,2018/12/23 00:00:00+00,2018/12/29 00:00:00+00,2026/05/10 00:00:00+00,194,5113,162,1,6,14,11,4064,34,134,257,622,24.4,0.31,0.59,1.29,3.99,5.92,RSV,158
2020 W10,2020/03/01 00:00:00+00,2020/03/07 00:00:00+00,2026/05/10 00:00:00+00,47,11071,34,3,2,4,4,8377,114,371,660,1544,2.67,0.36,0.23,0.26,0.73,0.82,RSV,159
2019 W37,2019/09/08 00:00:00+00,2019/09/14 00:00:00+00,2026/05/10 00:00:00+00,7,20001,2,1,0,1,3,5752,1126,3330,3617,6166,0.13,0.05,0.02,0.03,0.34,0.1,Influenza,160
2020 W27,2020/06/28 00:00:00+00,2020/07/04 00:00:00+00,2026/05/10 00:00:00+00,1,11205,1,0,0,0,0,8442,119,379,679,1581,0.03,0,0,0,0.04,0.01,RSV,161
2019 W01,2018/12/30 00:00:00+00,2019/01/05 00:00:00+00,2026/05/10 00:00:00+00,357,12498,92,17,95,84,69,2787,661,2062,2362,4617,9.65,3.05,5.25,6.6,7.9,6.58,Influenza,162
2019 W37,2019/09/08 00:00:00+00,2019/09/14 00:00:00+00,2026/05/10 00:00:00+00,13,6840,13,0,0,0,0,5156,49,221,406,1006,1.05,0,0.02,0,0,0.21,RSV,163
2020 W28,2020/07/05 00:00:00+00,2020/07/11 00:00:00+00,2026/05/10 00:00:00+00,126,25606,11,38,53,16,8,517,1938,8826,7840,6471,0.79,3.52,3.52,1.86,1.85,2.32,COVID-19,164
2019 W01,2018/12/30 00:00:00+00,2019/01/05 00:00:00+00,2026/05/10 00:00:00+00,355,5468,284,0,7,18,46,4348,34,141,275,668,22.13,0.41,0.61,1.73,5.15,5.78,RSV,165
2019 W38,2019/09/15 00:00:00+00,2019/09/21 00:00:00+00,2026/05/10 00:00:00+00,5,20006,2,0,1,0,2,5754,1126,3331,3617,6168,0.13,0.05,0.07,0.05,0.26,0.1,Influenza,166
2020 W11,2020/03/08 00:00:00+00,2020/03/14 00:00:00+00,2026/05/10 00:00:00+00,127,143,1,16,36,52,22,4,16,44,57,22,0.66,3.41,7.69,6.98,5.93,5.33,COVID-19,167
2017 W46,2017/11/12 00:00:00+00,2017/11/18 00:00:00+00,2026/05/10 00:00:00+00,183,353,174,0,0,6,3,335,0,0,9,9,10.7,0.05,0.02,0.18,0.21,2.2,RSV,168
2020 W44,2020/10/25 00:00:00+00,2020/10/31 00:00:00+00,2026/05/10 00:00:00+00,4836,61756,772,982,1376,1195,511,4870,10725,20170,16271,9697,74.95,167.29,105.78,95.21,68.83,99.22,COVID-19,169
2020 W28,2020/07/05 00:00:00+00,2020/07/11 00:00:00+00,2026/05/10 00:00:00+00,0,31145,0,0,0,0,0,9797,2029,4969,4972,9360,0,0.05,0,0.03,0,0.01,Influenza,170
2019 W02,2019/01/06 00:00:00+00,2019/01/12 00:00:00+00,2026/05/10 00:00:00+00,590,13088,176,41,115,148,110,2963,702,2177,2510,4727,16.1,4.39,6.77,8.61,11.16,9.43,Influenza,171
2019 W38,2019/09/15 00:00:00+00,2019/09/21 00:00:00+00,2026/05/10 00:00:00+00,11,6851,11,0,0,0,0,5167,49,221,406,1006,1.25,0,0,0,0,0.25,RSV,172
2020 W11,2020/03/08 00:00:00+00,2020/03/14 00:00:00+00,2026/05/10 00:00:00+00,265,30087,120,17,45,23,60,9360,1929,4769,4858,9155,12.48,3.72,3.12,1.88,5.5,5.08,Influenza,173
2017 W47,2017/11/19 00:00:00+00,2017/11/25 00:00:00+00,2026/05/10 00:00:00+00,7,65,2,2,1,2,0,9,6,17,18,14,0.2,0.26,0.12,0.15,0.3,0.19,Influenza,174
2020 W44,2020/10/25 00:00:00+00,2020/10/31 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,175
2020 W28,2020/07/05 00:00:00+00,2020/07/11 00:00:00+00,2026/05/10 00:00:00+00,0,11205,0,0,0,0,0,8442,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,176
2019 W02,2019/01/06 00:00:00+00,2019/01/12 00:00:00+00,2026/05/10 00:00:00+00,344,5812,226,7,13,35,63,4574,41,154,310,731,19.63,0.41,0.8,2.04,6.96,5.69,RSV,177
2019 W39,2019/09/22 00:00:00+00,2019/09/28 00:00:00+00,2026/05/10 00:00:00+00,4,20010,0,0,2,1,1,5754,1126,3333,3618,6169,0.1,0.05,0.07,0.08,0.17,0.09,Influenza,178
2020 W11,2020/03/08 00:00:00+00,2020/03/14 00:00:00+00,2026/05/10 00:00:00+00,47,11118,28,2,5,5,7,8405,116,376,665,1551,2.34,0.26,0.21,0.28,1.12,0.79,RSV,179
2017 W47,2017/11/19 00:00:00+00,2017/11/25 00:00:00+00,2026/05/10 00:00:00+00,111,464,106,1,1,0,2,441,1,1,9,11,14.13,0.1,0.09,0.23,0.34,2.93,RSV,180
2020 W44,2020/10/25 00:00:00+00,2020/10/31 00:00:00+00,2026/05/10 00:00:00+00,0,11208,0,0,0,0,0,8444,119,379,679,1581,0,0,0,0,0,0,RSV,181
2020 W29,2020/07/12 00:00:00+00,2020/07/18 00:00:00+00,2026/05/10 00:00:00+00,139,25745,5,20,58,33,22,522,1958,8884,7873,6493,0.82,3.83,3.82,2.06,1.72,2.48,COVID-19,182
2019 W03,2019/01/13 00:00:00+00,2019/01/19 00:00:00+00,2026/05/10 00:00:00+00,510,13598,221,27,79,102,81,3184,729,2256,2612,4808,28.09,5.95,7.66,10.18,12.49,12.82,Influenza,183
2019 W39,2019/09/22 00:00:00+00,2019/09/28 00:00:00+00,2026/05/10 00:00:00+00,14,6865,14,0,0,0,0,5181,49,221,406,1006,1.48,0,0,0,0,0.29,RSV,184
2019 W40,2019/09/29 00:00:00+00,2019/10/05 00:00:00+00,2026/05/10 00:00:00+00,5,20015,1,1,0,2,1,5755,1127,3333,3620,6170,0.16,0.16,0.09,0.08,0.13,0.12,Influenza,185
2019 W40,2019/09/29 00:00:00+00,2019/10/05 00:00:00+00,2026/05/10 00:00:00+00,20,6885,20,0,0,0,0,5201,49,221,406,1006,2.14,0,0.02,0,0,0.43,RSV,186
2019 W41,2019/10/06 00:00:00+00,2019/10/12 00:00:00+00,2026/05/10 00:00:00+00,9,20024,4,2,2,0,1,5759,1129,3335,3620,6171,0.2,0.16,0.05,0.13,0.21,0.14,Influenza,187
2019 W41,2019/10/06 00:00:00+00,2019/10/12 00:00:00+00,2026/05/10 00:00:00+00,32,6917,31,0,1,0,0,5232,49,222,406,1006,3.13,0,0.05,0,0.04,0.63,RSV,188
2019 W42,2019/10/13 00:00:00+00,2019/10/19 00:00:00+00,2026/05/10 00:00:00+00,7,20031,1,0,0,3,3,5760,1129,3335,3623,6174,0.16,0.1,0.07,0.13,0.3,0.14,Influenza,189
2019 W42,2019/10/13 00:00:00+00,2019/10/19 00:00:00+00,2026/05/10 00:00:00+00,46,6963,44,0,1,0,1,5276,49,223,406,1007,4.28,0.05,0.09,0.08,0.04,0.9,RSV,190
2019 W43,2019/10/20 00:00:00+00,2019/10/26 00:00:00+00,2026/05/10 00:00:00+00,6,20037,0,0,1,2,3,5760,1129,3336,3625,6177,0.1,0.16,0.05,0.23,0.3,0.16,Influenza,191
2019 W43,2019/10/20 00:00:00+00,2019/10/26 00:00:00+00,2026/05/10 00:00:00+00,61,7024,55,1,2,3,0,5331,50,225,409,1007,6.06,0.1,0.16,0.1,0.13,1.29,RSV,192
2019 W44,2019/10/27 00:00:00+00,2019/11/02 00:00:00+00,2026/05/10 00:00:00+00,11,20048,2,3,1,4,1,5762,1132,3337,3629,6178,0.23,0.26,0.12,0.26,0.34,0.23,Influenza,193
2019 W44,2019/10/27 00:00:00+00,2019/11/02 00:00:00+00,2026/05/10 00:00:00+00,93,7117,85,1,4,1,2,5416,51,229,410,1009,7.11,0.21,0.19,0.1,0.47,1.57,RSV,194
2019 W45,2019/11/03 00:00:00+00,2019/11/09 00:00:00+00,2026/05/10 00:00:00+00,18,20066,5,2,3,4,4,5767,1134,3340,3633,6182,0.72,0.47,0.28,0.44,0.47,0.46,Influenza,195
2019 W45,2019/11/03 00:00:00+00,2019/11/09 00:00:00+00,2026/05/10 00:00:00+00,89,7206,76,2,2,0,9,5492,53,231,410,1018,9.91,0.16,0.23,0.1,0.94,2.2,RSV,196
2019 W46,2019/11/10 00:00:00+00,2019/11/16 00:00:00+00,2026/05/10 00:00:00+00,42,20108,15,4,8,9,6,5782,1138,3348,3642,6188,1.22,0.67,0.49,0.7,1.25,0.82,Influenza,197
2019 W46,2019/11/10 00:00:00+00,2019/11/16 00:00:00+00,2026/05/10 00:00:00+00,158,7364,140,0,4,3,11,5632,53,235,413,1029,11.85,0.16,0.23,0.23,1.16,2.65,RSV,198
2019 W47,2019/11/17 00:00:00+00,2019/11/23 00:00:00+00,2026/05/10 00:00:00+00,67,20175,17,7,10,14,19,5799,1145,3358,3656,6207,4.28,1.76,1.22,1.26,3.39,2.23,Influenza,199
2019 W47,2019/11/17 00:00:00+00,2019/11/23 00:00:00+00,2026/05/10 00:00:00+00,162,7526,144,1,4,6,7,5776,54,239,419,1036,17.58,0.21,0.35,0.49,1.59,3.94,RSV,200
2019 W48,2019/11/24 00:00:00+00,2019/11/30 00:00:00+00,2026/05/10 00:00:00+00,235,20410,98,23,34,26,54,5897,1168,3392,3682,6261,8.43,3.41,2.11,2.32,7.3,4.35,Influenza,201
2019 W48,2019/11/24 00:00:00+00,2019/11/30 00:00:00+00,2026/05/10 00:00:00+00,289,7815,250,3,7,10,19,6026,57,246,429,1055,26.67,0.47,0.54,0.9,2.06,5.99,RSV,202
2019 W49,2019/12/01 00:00:00+00,2019/12/07 00:00:00+00,2026/05/10 00:00:00+00,370,20780,141,36,46,50,97,6038,1204,3438,3732,6358,17.35,6.82,3.94,4.28,14.94,8.69,Influenza,203
2019 W49,2019/12/01 00:00:00+00,2019/12/07 00:00:00+00,2026/05/10 00:00:00+00,474,8289,416,5,12,19,22,6442,62,258,448,1077,34.11,0.62,0.73,1.47,3.65,7.9,RSV,204
2019 W50,2019/12/08 00:00:00+00,2019/12/14 00:00:00+00,2026/05/10 00:00:00+00,737,21517,288,73,88,90,197,6326,1277,3526,3822,6555,28.32,10.24,5.84,6.37,23.92,13.67,Influenza,205
2019 W50,2019/12/08 00:00:00+00,2019/12/14 00:00:00+00,2026/05/10 00:00:00+00,458,8747,370,4,12,28,44,6812,66,270,476,1121,35.6,0.88,0.82,1.78,4.94,8.53,RSV,206
2019 W51,2019/12/15 00:00:00+00,2019/12/21 00:00:00+00,2026/05/10 00:00:00+00,1005,22522,431,89,115,107,263,6757,1366,3641,3929,6818,33.42,11.48,7.57,7.71,32.12,16.89,Influenza,207
2019 W51,2019/12/15 00:00:00+00,2019/12/21 00:00:00+00,2026/05/10 00:00:00+00,385,9132,295,8,11,22,49,7107,74,281,498,1170,24.43,0.62,0.84,1.65,5.37,6.34,RSV,208
2019 W52,2019/12/22 00:00:00+00,2019/12/28 00:00:00+00,2026/05/10 00:00:00+00,867,23389,296,60,120,102,288,7053,1426,3761,4031,7106,38,12.2,10.03,10.57,44.7,21.17,Influenza,209
2019 W52,2019/12/22 00:00:00+00,2019/12/28 00:00:00+00,2026/05/10 00:00:00+00,136,9268,77,0,13,14,32,7184,74,294,512,1202,19.99,0.67,0.8,1.73,6.48,5.64,RSV,210
2020 W01,2019/12/29 00:00:00+00,2020/01/04 00:00:00+00,2026/05/10 00:00:00+00,1398,24787,427,87,193,201,490,7480,1513,3954,4232,7596,40.11,13.54,13.03,13.51,63.85,26.21,Influenza,211
2020 W01,2019/12/29 00:00:00+00,2020/01/04 00:00:00+00,2026/05/10 00:00:00+00,351,9619,235,5,10,31,70,7419,79,304,543,1272,26.51,0.93,1.05,2.27,8.89,7.53,RSV,212
2020 W02,2020/01/05 00:00:00+00,2020/01/11 00:00:00+00,2026/05/10 00:00:00+00,1783,26570,495,115,243,221,709,7975,1628,4197,4453,8305,42.08,13.75,13.22,14.82,67.54,27.55,Influenza,213
2020 W02,2020/01/05 00:00:00+00,2020/01/11 00:00:00+00,2026/05/10 00:00:00+00,676,10295,493,13,22,43,105,7912,92,326,586,1377,28.06,1.24,0.84,2.37,9.92,8,RSV,214
2020 W03,2020/01/12 00:00:00+00,2020/01/18 00:00:00+00,2026/05/10 00:00:00+00,1075,27645,356,64,128,153,374,8331,1692,4325,4606,8679,31.45,10.08,9.63,10.59,49.89,20.29,Influenza,215
2020 W03,2020/01/12 00:00:00+00,2020/01/18 00:00:00+00,2026/05/10 00:00:00+00,209,10504,124,6,4,18,56,8036,98,330,604,1433,23.28,1.24,0.89,1.83,8.33,6.7,RSV,216
2020 W04,2020/01/19 00:00:00+00,2020/01/25 00:00:00+00,2026/05/10 00:00:00+00,276,27921,104,16,40,37,79,8435,1708,4365,4643,8758,18.57,5.69,5.25,6.03,22.16,10.68,Influenza,217
2020 W04,2020/01/19 00:00:00+00,2020/01/25 00:00:00+00,2026/05/10 00:00:00+00,150,10654,90,5,12,10,33,8126,103,342,614,1466,9.06,0.62,0.56,1.13,4.81,3.04,RSV,218
2020 W05,2020/01/26 00:00:00+00,2020/02/01 00:00:00+00,2026/05/10 00:00:00+00,299,28220,104,30,56,44,63,8539,1738,4421,4687,8821,10.41,4.34,3.63,2.68,8.63,5.59,Influenza,219
2020 W05,2020/01/26 00:00:00+00,2020/02/01 00:00:00+00,2026/05/10 00:00:00+00,110,10764,61,1,8,16,23,8187,104,350,630,1489,6.75,0.47,0.59,0.95,3.61,2.34,RSV,220
2020 W06,2020/02/02 00:00:00+00,2020/02/08 00:00:00+00,2026/05/10 00:00:00+00,288,28508,108,38,59,23,59,8647,1776,4480,4710,8880,13.07,5.01,4.52,2.84,8.85,6.51,Influenza,221
2020 W06,2020/02/02 00:00:00+00,2020/02/08 00:00:00+00,2026/05/10 00:00:00+00,101,10865,54,3,5,11,28,8241,107,355,641,1517,4.74,0.26,0.45,0.85,2.62,1.7,RSV,222
2020 W07,2020/02/09 00:00:00+00,2020/02/15 00:00:00+00,2026/05/10 00:00:00+00,419,28927,185,29,78,43,84,8832,1805,4558,4753,8964,13.86,5.22,4.31,2.35,8.72,6.48,Influenza,223
2020 W07,2020/02/09 00:00:00+00,2020/02/15 00:00:00+00,2026/05/10 00:00:00+00,52,10917,29,1,6,6,10,8270,108,361,647,1527,4.51,0.26,0.37,0.64,1.93,1.48,RSV,224
2020 W08,2020/02/16 00:00:00+00,2020/02/22 00:00:00+00,2026/05/10 00:00:00+00,294,29221,128,34,47,25,60,8960,1839,4605,4778,9024,14.26,5.17,4.55,2.55,8.16,6.58,Influenza,225
2020 W08,2020/02/16 00:00:00+00,2020/02/22 00:00:00+00,2026/05/10 00:00:00+00,75,10992,54,1,5,8,7,8324,109,366,655,1534,3.36,0.21,0.33,0.39,0.99,1.03,RSV,226
2017 W48,2017/11/26 00:00:00+00,2017/12/02 00:00:00+00,2026/05/10 00:00:00+00,9,74,2,2,2,2,1,11,8,19,20,15,0.49,0.57,0.19,0.44,0.34,0.38,Influenza,227
2020 W29,2020/07/12 00:00:00+00,2020/07/18 00:00:00+00,2026/05/10 00:00:00+00,2,31147,0,1,0,1,0,9797,2030,4969,4973,9360,0.03,0.05,0,0.03,0,0.02,Influenza,228
2019 W03,2019/01/13 00:00:00+00,2019/01/19 00:00:00+00,2026/05/10 00:00:00+00,180,5992,86,1,14,26,53,4660,42,168,336,784,13.57,0.52,0.96,2.19,8.54,4.84,RSV,229
2017 W48,2017/11/26 00:00:00+00,2017/12/02 00:00:00+00,2026/05/10 00:00:00+00,159,623,149,1,3,3,3,590,2,4,12,14,16.56,0.1,0.16,0.28,1.03,3.55,RSV,230
2020 W45,2020/11/01 00:00:00+00,2020/11/07 00:00:00+00,2026/05/10 00:00:00+00,3422,65178,499,563,1140,795,423,5369,11288,21310,17066,10120,53.87,104.02,77.59,66.88,55.13,70.18,COVID-19,231
2020 W12,2020/03/15 00:00:00+00,2020/03/21 00:00:00+00,2026/05/10 00:00:00+00,680,823,16,50,284,214,116,20,66,328,271,138,1.28,8.69,21.11,20.98,21.64,15.73,COVID-19,232
2019 W04,2019/01/20 00:00:00+00,2019/01/26 00:00:00+00,2026/05/10 00:00:00+00,881,14479,456,47,133,145,100,3640,776,2389,2757,4908,35.1,6.77,8.62,9.59,14.17,14.68,Influenza,233
2020 W29,2020/07/12 00:00:00+00,2020/07/18 00:00:00+00,2026/05/10 00:00:00+00,0,11205,0,0,0,0,0,8442,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,234
2017 W49,2017/12/03 00:00:00+00,2017/12/09 00:00:00+00,2026/05/10 00:00:00+00,43,117,11,7,5,13,7,22,15,24,33,22,0.86,0.88,0.56,0.85,1.29,0.84,Influenza,235
2020 W12,2020/03/15 00:00:00+00,2020/03/21 00:00:00+00,2026/05/10 00:00:00+00,223,30310,99,19,38,24,43,9459,1948,4807,4882,9198,17.09,5.43,5.06,3.27,11.04,7.93,Influenza,236
2020 W45,2020/11/01 00:00:00+00,2020/11/07 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,237
2019 W04,2019/01/20 00:00:00+00,2019/01/26 00:00:00+00,2026/05/10 00:00:00+00,223,6215,100,2,14,24,83,4760,44,182,360,867,8.56,0.26,0.91,1.7,7.6,3.54,RSV,238
2020 W30,2020/07/19 00:00:00+00,2020/07/25 00:00:00+00,2026/05/10 00:00:00+00,118,25863,9,16,52,31,10,531,1974,8936,7904,6503,1.91,4.65,5.23,3.07,2.15,3.5,COVID-19,239
2017 W49,2017/12/03 00:00:00+00,2017/12/09 00:00:00+00,2026/05/10 00:00:00+00,278,901,248,0,3,8,19,838,2,7,20,33,18.37,0.21,0.21,0.52,1.72,4.08,RSV,240
2020 W12,2020/03/15 00:00:00+00,2020/03/21 00:00:00+00,2026/05/10 00:00:00+00,28,11146,9,0,2,2,15,8414,116,378,667,1566,1.78,0.21,0.19,0.39,1.25,0.71,RSV,241
2020 W45,2020/11/01 00:00:00+00,2020/11/07 00:00:00+00,2026/05/10 00:00:00+00,0,11208,0,0,0,0,0,8444,119,379,679,1581,0,0,0,0,0,0,RSV,242
2019 W05,2019/01/27 00:00:00+00,2019/02/02 00:00:00+00,2026/05/10 00:00:00+00,876,15355,389,57,156,125,149,4029,833,2545,2882,5057,38.26,7.6,9.91,9.56,16.57,16.11,Influenza,243
2020 W30,2020/07/19 00:00:00+00,2020/07/25 00:00:00+00,2026/05/10 00:00:00+00,1,31148,1,0,0,0,0,9798,2030,4969,4973,9360,0.03,0.05,0,0.03,0,0.02,Influenza,244
2017 W50,2017/12/10 00:00:00+00,2017/12/16 00:00:00+00,2026/05/10 00:00:00+00,78,195,13,8,17,18,22,35,23,41,51,44,2.27,1.29,1.22,1.68,4.04,1.99,Influenza,245
2020 W13,2020/03/22 00:00:00+00,2020/03/28 00:00:00+00,2026/05/10 00:00:00+00,1623,2446,22,102,581,548,366,42,168,909,819,504,1.81,13.7,38.81,39.48,51.14,30.46,COVID-19,246
2020 W46,2020/11/08 00:00:00+00,2020/11/14 00:00:00+00,2026/05/10 00:00:00+00,2583,67761,365,467,795,605,350,5734,11755,22105,17671,10470,41.49,80.6,64.37,50.57,45.17,55.57,COVID-19,247
2019 W05,2019/01/27 00:00:00+00,2019/02/02 00:00:00+00,2026/05/10 00:00:00+00,144,6359,74,2,11,16,41,4834,46,193,376,908,7.21,0.26,0.82,1.19,6.14,2.9,RSV,248
2020 W30,2020/07/19 00:00:00+00,2020/07/25 00:00:00+00,2026/05/10 00:00:00+00,1,11206,1,0,0,0,0,8443,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,249
2017 W50,2017/12/10 00:00:00+00,2017/12/16 00:00:00+00,2026/05/10 00:00:00+00,194,1095,161,3,3,9,18,999,5,10,29,51,22.56,0.26,0.28,0.7,2.71,5.13,RSV,250
2020 W13,2020/03/22 00:00:00+00,2020/03/28 00:00:00+00,2026/05/10 00:00:00+00,737,31047,300,69,133,80,154,9759,2017,4940,4962,9352,13.2,4.76,4.17,2.73,8.54,6.33,Influenza,251
2020 W46,2020/11/08 00:00:00+00,2020/11/14 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,252
2019 W06,2019/02/03 00:00:00+00,2019/02/09 00:00:00+00,2026/05/10 00:00:00+00,732,16087,317,43,134,101,137,4346,876,2679,2983,5194,37.14,7.91,10.55,10.26,21.86,17.08,Influenza,253
2020 W31,2020/07/26 00:00:00+00,2020/08/01 00:00:00+00,2026/05/10 00:00:00+00,284,26147,44,54,113,55,18,575,2028,9049,7959,6521,3.29,7.86,10.15,5.39,2.06,6.1,COVID-19,254
2017 W51,2017/12/17 00:00:00+00,2017/12/23 00:00:00+00,2026/05/10 00:00:00+00,186,381,45,10,30,34,65,80,33,71,85,109,2.73,1.19,1.55,1.73,5.2,2.34,Influenza,255
2020 W13,2020/03/22 00:00:00+00,2020/03/28 00:00:00+00,2026/05/10 00:00:00+00,35,11181,17,2,1,8,7,8431,118,379,675,1573,0.92,0.1,0.07,0.26,0.94,0.42,RSV,256
2020 W46,2020/11/08 00:00:00+00,2020/11/14 00:00:00+00,2026/05/10 00:00:00+00,0,11208,0,0,0,0,0,8444,119,379,679,1581,0,0,0,0,0,0,RSV,257
