"week_start","hospital","region","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week"
2025-02-24,Naas General Hospital,HSE Dublin and Midlands,92,24,116,101,31,18,5,7
2025-02-24,St. James's Hospital,HSE Dublin and Midlands,92,0,92,125,188,6,0,7
2025-02-24,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-02-24,Tallaght University Hospital,HSE Dublin and Midlands,148,41,189,217,67,61,1,7
2025-02-24,Beaumont Hospital,HSE Dublin and North East,19,0,19,59,85,0,0,7
2025-02-24,Cavan General Hospital,HSE Dublin and North East,40,0,40,62,0,0,0,7
2025-02-24,Connolly Hospital,HSE Dublin and North East,0,0,0,0,35,0,0,7
2025-02-24,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-24,Mater Misericordiae University Hospital,HSE Dublin and North East,92,0,92,238,117,11,4,7
2025-02-24,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,10,0,0,7
2025-02-24,Our Lady of Lourdes Hospital,HSE Dublin and North East,145,0,145,312,87,8,3,7
2025-02-24,Our Lady's Hospital Navan,HSE Dublin and North East,10,0,10,117,22,0,0,7
2025-02-24,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,35,0,0,7
2025-02-24,St Luke's General Hospital Kilkenny,HSE Dublin and South East,16,5,21,69,66,0,0,7
2025-02-24,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,14,0,0,7
2025-02-24,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-02-24,St. Vincent's University Hospital,HSE Dublin and South East,119,41,160,280,133,18,5,7
2025-02-24,Tipperary University Hospital,HSE Dublin and South East,32,2,34,163,67,11,1,7
2025-02-24,UH Waterford,HSE Dublin and South East,0,0,0,122,167,0,0,7
2025-02-24,Wexford General Hospital,HSE Dublin and South East,15,25,40,160,49,6,0,7
2025-02-24,Ennis Hospital,HSE Mid West,0,0,0,0,34,0,0,7
2025-02-24,Nenagh Hospital,HSE Mid West,0,0,0,0,32,0,0,7
2025-02-24,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,42,0,0,7
2025-02-24,UH Limerick,HSE Mid West,107,305,412,340,45,122,0,7
2025-02-24,Bantry General Hospital,HSE South West,0,0,0,0,27,0,0,7
2025-02-24,Cork University Hospital,HSE South West,128,36,164,123,236,11,0,7
2025-02-24,Mallow General Hospital,HSE South West,0,0,0,0,30,0,0,7
2025-02-24,Mercy University Hospital,HSE South West,76,33,109,113,125,16,0,7
2025-02-24,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,11,0,0,7
2025-02-24,UH Kerry,HSE South West,70,7,77,74,183,7,0,7
2025-02-24,Galway University Hospital,HSE West and North West,105,47,152,154,302,20,2,7
2025-02-24,Letterkenny University Hospital,HSE West and North West,63,46,109,72,204,28,0,7
2025-02-24,Mayo University Hospital,HSE West and North West,85,101,186,121,75,87,2,7
2025-02-24,Portiuncula University Hospital,HSE West and North West,13,0,13,32,32,1,0,7
2025-02-24,Roscommon University Hospital,HSE West and North West,0,0,0,0,57,0,0,7
2025-02-24,Sligo University Hospital,HSE West and North West,94,90,184,118,234,61,1,7
2025-03-03,CHI at Crumlin,HSE Dublin and Midlands,16,0,16,0,28,1,0,7
2025-03-03,CHI at Tallaght,HSE Dublin and Midlands,3,0,3,0,0,0,0,7
2025-03-03,CHI at Temple Street,HSE Dublin and Midlands,31,0,31,1,9,4,0,7
2025-03-03,MRH Mullingar,HSE Dublin and Midlands,37,4,41,153,35,3,0,7
2025-03-03,MRH Portlaoise,HSE Dublin and Midlands,12,0,12,84,61,0,0,7
2025-03-03,MRH Tullamore,HSE Dublin and Midlands,0,0,0,195,56,0,0,7
2025-03-03,Naas General Hospital,HSE Dublin and Midlands,67,9,76,83,34,12,1,7
2025-03-03,St. James's Hospital,HSE Dublin and Midlands,43,0,43,56,161,0,0,7
2025-03-03,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-03-03,Tallaght University Hospital,HSE Dublin and Midlands,132,34,166,211,67,48,1,7
2025-03-03,Beaumont Hospital,HSE Dublin and North East,69,0,69,141,123,0,0,7
2025-03-03,Cavan General Hospital,HSE Dublin and North East,22,0,22,28,0,0,0,7
2025-03-03,Connolly Hospital,HSE Dublin and North East,0,0,0,0,45,0,0,7
2025-03-03,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-03-03,Mater Misericordiae University Hospital,HSE Dublin and North East,31,0,31,139,98,0,0,7
2025-03-03,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,9,0,0,7
2025-03-03,Our Lady of Lourdes Hospital,HSE Dublin and North East,87,0,87,267,101,0,0,7
2025-03-03,Our Lady's Hospital Navan,HSE Dublin and North East,3,0,3,129,21,0,0,7
2025-03-03,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,38,0,0,7
2025-03-03,St Luke's General Hospital Kilkenny,HSE Dublin and South East,8,0,8,59,73,0,0,7
2025-03-03,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,19,0,0,7
2025-03-03,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-03-03,St. Vincent's University Hospital,HSE Dublin and South East,187,65,252,286,125,35,14,7
2025-03-03,Tipperary University Hospital,HSE Dublin and South East,8,0,8,75,92,3,0,7
2025-03-03,UH Waterford,HSE Dublin and South East,0,0,0,59,167,0,0,7
2025-03-03,Wexford General Hospital,HSE Dublin and South East,16,10,26,132,50,4,0,7
2025-03-03,Ennis Hospital,HSE Mid West,0,0,0,0,61,0,0,7
2025-03-03,Nenagh Hospital,HSE Mid West,0,0,0,0,31,0,0,7
2025-03-03,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,53,0,0,7
2025-03-03,UH Limerick,HSE Mid West,102,265,367,297,42,116,0,7
2025-03-03,Bantry General Hospital,HSE South West,0,0,0,0,25,0,0,7
2025-03-03,Cork University Hospital,HSE South West,82,21,103,115,178,4,0,7
2025-03-03,Mallow General Hospital,HSE South West,0,0,0,0,39,0,0,7
2025-03-03,Mercy University Hospital,HSE South West,53,15,68,113,152,7,0,7
2025-03-03,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,7,0,0,7
2025-03-03,UH Kerry,HSE South West,77,11,88,69,198,4,0,7
2025-03-03,Galway University Hospital,HSE West and North West,124,84,208,161,251,54,5,7
2025-03-03,Letterkenny University Hospital,HSE West and North West,60,35,95,69,204,18,0,7
2025-03-03,Mayo University Hospital,HSE West and North West,36,62,98,72,89,40,0,7
2025-03-03,Portiuncula University Hospital,HSE West and North West,24,0,24,32,42,4,0,7
2025-03-03,Roscommon University Hospital,HSE West and North West,0,0,0,0,70,0,0,7
2025-03-03,Sligo University Hospital,HSE West and North West,39,38,77,97,213,21,2,7
2025-03-10,CHI at Crumlin,HSE Dublin and Midlands,21,0,21,0,28,0,0,7
2025-03-10,CHI at Tallaght,HSE Dublin and Midlands,11,0,11,0,0,0,0,7
2025-03-10,CHI at Temple Street,HSE Dublin and Midlands,20,1,21,6,7,0,0,7
2025-03-10,MRH Mullingar,HSE Dublin and Midlands,5,1,6,120,41,0,0,7
2025-03-10,MRH Portlaoise,HSE Dublin and Midlands,15,0,15,82,38,0,0,7
2025-03-10,MRH Tullamore,HSE Dublin and Midlands,0,0,0,137,51,0,0,7
2025-03-10,Naas General Hospital,HSE Dublin and Midlands,64,1,65,87,50,15,1,7
2025-03-10,St. James's Hospital,HSE Dublin and Midlands,59,0,59,72,157,1,0,7
2025-03-10,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-03-10,Tallaght University Hospital,HSE Dublin and Midlands,99,39,138,174,68,54,0,7
2025-03-10,Beaumont Hospital,HSE Dublin and North East,55,0,55,134,109,1,0,7
2025-03-10,Cavan General Hospital,HSE Dublin and North East,12,0,12,24,0,0,0,7
2025-03-10,Connolly Hospital,HSE Dublin and North East,5,0,5,15,44,0,0,7
2025-03-10,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-03-10,Mater Misericordiae University Hospital,HSE Dublin and North East,57,0,57,114,94,0,0,7
2025-03-10,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2025-03-10,Our Lady of Lourdes Hospital,HSE Dublin and North East,94,0,94,195,78,0,0,7
2025-03-10,Our Lady's Hospital Navan,HSE Dublin and North East,4,0,4,53,21,0,0,7
2025-03-10,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,44,0,0,7
2025-03-10,St Luke's General Hospital Kilkenny,HSE Dublin and South East,3,0,3,25,73,0,0,7
2025-03-10,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,21,0,0,7
2025-03-10,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,25,0,0,7
2025-03-10,St. Vincent's University Hospital,HSE Dublin and South East,139,19,158,280,131,17,8,7
2025-03-10,Tipperary University Hospital,HSE Dublin and South East,33,0,33,74,103,10,0,7
2025-03-10,UH Waterford,HSE Dublin and South East,0,0,0,24,161,0,0,7
2025-03-10,Wexford General Hospital,HSE Dublin and South East,7,23,30,162,42,2,0,7
2025-03-10,Ennis Hospital,HSE Mid West,0,0,0,0,47,0,0,7
2025-03-10,Nenagh Hospital,HSE Mid West,0,0,0,0,22,0,0,7
2025-03-10,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,60,0,0,7
2025-03-10,UH Limerick,HSE Mid West,70,256,326,182,39,94,0,7
2025-03-10,Bantry General Hospital,HSE South West,0,0,0,0,27,0,0,7
2025-03-10,Cork University Hospital,HSE South West,62,6,68,82,140,0,0,7
2025-03-10,Mallow General Hospital,HSE South West,0,0,0,0,47,0,0,7
2025-03-10,Mercy University Hospital,HSE South West,13,14,27,95,135,0,0,7
2025-03-10,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,5,0,0,7
2025-03-10,UH Kerry,HSE South West,39,21,60,72,157,13,3,7
2025-03-10,Galway University Hospital,HSE West and North West,100,64,164,139,276,36,3,7
2025-03-10,Letterkenny University Hospital,HSE West and North West,72,38,110,89,229,16,1,7
2025-03-10,Mayo University Hospital,HSE West and North West,35,67,102,83,84,53,0,7
2025-03-10,Portiuncula University Hospital,HSE West and North West,8,0,8,0,41,0,0,7
2025-03-10,Roscommon University Hospital,HSE West and North West,0,0,0,0,64,0,0,7
2025-03-10,Sligo University Hospital,HSE West and North West,48,40,88,78,198,11,0,7
2025-03-17,CHI at Crumlin,HSE Dublin and Midlands,20,0,20,0,28,0,0,7
2025-03-17,CHI at Tallaght,HSE Dublin and Midlands,4,0,4,0,0,0,0,7
2025-03-17,CHI at Temple Street,HSE Dublin and Midlands,26,0,26,2,12,2,0,7
2025-03-17,MRH Mullingar,HSE Dublin and Midlands,11,0,11,26,38,1,0,7
2025-03-17,MRH Portlaoise,HSE Dublin and Midlands,37,0,37,6,29,0,0,7
2025-03-17,MRH Tullamore,HSE Dublin and Midlands,0,0,0,117,49,0,0,7
2025-03-17,Naas General Hospital,HSE Dublin and Midlands,88,4,92,100,50,14,1,7
2025-03-17,St. James's Hospital,HSE Dublin and Midlands,23,0,23,49,175,0,0,7
2025-03-17,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-03-17,Tallaght University Hospital,HSE Dublin and Midlands,71,0,71,185,66,5,0,7
2025-03-17,Beaumont Hospital,HSE Dublin and North East,17,0,17,86,91,0,0,7
2025-03-17,Cavan General Hospital,HSE Dublin and North East,5,0,5,25,0,0,0,7
2025-03-17,Connolly Hospital,HSE Dublin and North East,3,0,3,10,39,0,0,7
2025-03-17,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-03-17,Mater Misericordiae University Hospital,HSE Dublin and North East,43,0,43,83,99,0,0,7
2025-03-17,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2025-03-17,Our Lady of Lourdes Hospital,HSE Dublin and North East,51,0,51,161,65,0,0,7
2025-03-17,Our Lady's Hospital Navan,HSE Dublin and North East,8,0,8,80,15,0,0,7
2025-03-17,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,47,0,0,7
2025-03-17,St Luke's General Hospital Kilkenny,HSE Dublin and South East,0,0,0,0,80,0,0,7
2025-03-17,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,16,0,0,7
2025-03-17,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,26,0,0,7
2025-03-17,St. Vincent's University Hospital,HSE Dublin and South East,97,0,97,260,125,7,1,7
2025-03-17,Tipperary University Hospital,HSE Dublin and South East,22,0,22,40,101,3,0,7
2025-03-17,UH Waterford,HSE Dublin and South East,0,0,0,25,177,0,0,7
2025-03-17,Wexford General Hospital,HSE Dublin and South East,42,28,70,184,47,8,0,7
2025-03-17,Ennis Hospital,HSE Mid West,0,0,0,0,36,0,0,7
2025-03-17,Nenagh Hospital,HSE Mid West,0,0,0,0,21,0,0,7
2025-03-17,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,47,0,0,7
2025-03-17,UH Limerick,HSE Mid West,32,227,259,233,40,83,0,7
2025-03-17,Bantry General Hospital,HSE South West,0,0,0,0,15,0,0,7
2025-03-17,Cork University Hospital,HSE South West,122,27,149,118,122,4,1,7
2025-03-17,Mallow General Hospital,HSE South West,0,0,0,0,32,0,0,7
2025-03-17,Mercy University Hospital,HSE South West,57,18,75,113,121,9,0,7
2025-03-17,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,9,0,0,7
2025-03-17,UH Kerry,HSE South West,47,13,60,56,118,4,1,7
2025-03-17,Galway University Hospital,HSE West and North West,56,22,78,112,302,8,0,7
2025-03-17,Letterkenny University Hospital,HSE West and North West,63,37,100,70,214,17,0,7
2025-03-17,Mayo University Hospital,HSE West and North West,16,61,77,69,65,29,0,7
2025-03-17,Portiuncula University Hospital,HSE West and North West,5,0,5,1,25,0,0,7
2025-03-17,Roscommon University Hospital,HSE West and North West,0,0,0,0,55,0,0,7
2025-03-17,Sligo University Hospital,HSE West and North West,19,28,47,89,223,11,0,7
2025-03-24,CHI at Crumlin,HSE Dublin and Midlands,25,0,25,0,32,0,0,7
2025-03-24,CHI at Tallaght,HSE Dublin and Midlands,6,0,6,0,0,0,0,7
2025-03-24,CHI at Temple Street,HSE Dublin and Midlands,9,0,9,0,14,0,0,7
2025-03-24,MRH Mullingar,HSE Dublin and Midlands,7,0,7,50,34,0,0,7
2025-03-24,MRH Portlaoise,HSE Dublin and Midlands,11,0,11,0,34,0,0,7
2025-03-24,MRH Tullamore,HSE Dublin and Midlands,0,0,0,128,55,0,0,7
2025-03-24,Naas General Hospital,HSE Dublin and Midlands,86,22,108,78,41,17,1,7
2025-03-24,St. James's Hospital,HSE Dublin and Midlands,76,0,76,99,154,0,0,7
2025-03-24,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-03-24,Tallaght University Hospital,HSE Dublin and Midlands,105,16,121,191,67,28,0,7
2025-03-24,Beaumont Hospital,HSE Dublin and North East,21,0,21,67,89,0,0,7
2025-03-24,Cavan General Hospital,HSE Dublin and North East,67,0,67,39,0,1,1,7
2025-03-24,Connolly Hospital,HSE Dublin and North East,5,0,5,6,40,0,0,7
2025-03-24,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-03-24,Mater Misericordiae University Hospital,HSE Dublin and North East,81,0,81,123,91,1,1,7
2025-03-24,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2025-03-24,Our Lady of Lourdes Hospital,HSE Dublin and North East,125,0,125,189,63,0,0,7
2025-03-24,Our Lady's Hospital Navan,HSE Dublin and North East,8,2,10,86,7,0,0,7
2025-03-24,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,66,0,0,7
2025-03-24,St Luke's General Hospital Kilkenny,HSE Dublin and South East,6,0,6,21,73,0,0,7
2025-03-24,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,9,0,0,7
2025-03-24,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-03-24,St. Vincent's University Hospital,HSE Dublin and South East,65,7,72,196,106,4,1,7
2025-03-24,Tipperary University Hospital,HSE Dublin and South East,17,0,17,30,88,3,0,7
2025-03-24,UH Waterford,HSE Dublin and South East,0,0,0,82,193,0,0,7
2025-03-24,Wexford General Hospital,HSE Dublin and South East,23,13,36,167,57,5,0,7
2025-03-24,Ennis Hospital,HSE Mid West,0,0,0,0,30,0,0,7
2025-03-24,Nenagh Hospital,HSE Mid West,0,0,0,0,26,0,0,7
2025-03-24,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,54,0,0,7
2025-03-24,UH Limerick,HSE Mid West,102,283,385,264,41,111,1,7
2025-03-24,Bantry General Hospital,HSE South West,0,0,0,0,25,0,0,7
2025-03-24,Cork University Hospital,HSE South West,163,36,199,137,180,24,0,7
2025-03-24,Mallow General Hospital,HSE South West,0,0,0,0,14,0,0,7
2025-03-24,Mercy University Hospital,HSE South West,99,30,129,106,113,27,0,7
2025-03-24,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,18,0,0,7
2025-03-24,UH Kerry,HSE South West,23,0,23,37,142,1,0,7
2025-03-24,Galway University Hospital,HSE West and North West,104,52,156,154,280,15,4,7
2025-03-24,Letterkenny University Hospital,HSE West and North West,49,37,86,53,293,18,0,7
2025-03-24,Mayo University Hospital,HSE West and North West,34,72,106,59,60,42,0,7
2025-03-24,Portiuncula University Hospital,HSE West and North West,7,0,7,0,23,0,0,7
2025-03-24,Roscommon University Hospital,HSE West and North West,0,0,0,0,46,0,0,7
2025-03-24,Sligo University Hospital,HSE West and North West,48,41,89,85,206,23,0,7
2025-03-31,CHI at Crumlin,HSE Dublin and Midlands,12,0,12,0,31,0,0,7
2025-03-31,CHI at Tallaght,HSE Dublin and Midlands,2,0,2,0,0,0,0,7
2025-03-31,CHI at Temple Street,HSE Dublin and Midlands,16,0,16,0,14,0,0,7
2025-03-31,MRH Mullingar,HSE Dublin and Midlands,9,0,9,25,28,0,0,7
2025-03-31,MRH Portlaoise,HSE Dublin and Midlands,30,0,30,9,29,0,0,7
2025-03-31,MRH Tullamore,HSE Dublin and Midlands,0,0,0,95,44,0,0,7
2025-03-31,Naas General Hospital,HSE Dublin and Midlands,57,10,67,64,49,4,0,7
2025-03-31,St. James's Hospital,HSE Dublin and Midlands,43,0,43,60,138,0,0,7
2025-03-31,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-03-31,Tallaght University Hospital,HSE Dublin and Midlands,84,0,84,183,65,11,0,7
2025-03-31,Beaumont Hospital,HSE Dublin and North East,64,0,64,73,125,0,0,7
2025-03-31,Cavan General Hospital,HSE Dublin and North East,39,0,39,20,0,5,3,7
2025-03-31,Connolly Hospital,HSE Dublin and North East,0,0,0,0,49,0,0,7
2025-03-31,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-03-31,Mater Misericordiae University Hospital,HSE Dublin and North East,79,0,79,123,93,1,0,7
2025-03-31,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2025-03-31,Our Lady of Lourdes Hospital,HSE Dublin and North East,170,0,170,243,53,17,0,7
2025-03-31,Our Lady's Hospital Navan,HSE Dublin and North East,12,0,12,71,7,0,0,7
2025-03-31,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,62,0,0,7
2025-03-31,St Luke's General Hospital Kilkenny,HSE Dublin and South East,9,1,10,59,60,0,0,7
2025-03-31,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,7,0,0,7
2025-03-31,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,18,0,0,7
2025-03-31,St. Vincent's University Hospital,HSE Dublin and South East,62,0,62,182,95,0,0,7
2025-03-31,Tipperary University Hospital,HSE Dublin and South East,32,0,32,76,108,6,0,7
2025-03-31,UH Waterford,HSE Dublin and South East,0,0,0,58,193,0,0,7
2025-03-31,Wexford General Hospital,HSE Dublin and South East,26,26,52,128,58,6,0,7
2025-03-31,Ennis Hospital,HSE Mid West,0,0,0,0,28,0,0,7
2025-03-31,Nenagh Hospital,HSE Mid West,0,0,0,0,35,0,0,7
2025-03-31,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,53,0,0,7
2025-03-31,UH Limerick,HSE Mid West,73,246,319,187,47,96,0,7
2025-03-31,Bantry General Hospital,HSE South West,0,0,0,0,30,0,0,7
2025-03-31,Cork University Hospital,HSE South West,96,23,119,107,198,7,0,7
2025-03-31,Mallow General Hospital,HSE South West,0,0,0,0,35,0,0,7
2025-03-31,Mercy University Hospital,HSE South West,84,23,107,115,127,20,0,7
2025-03-31,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,10,0,0,7
2025-03-31,UH Kerry,HSE South West,57,21,78,40,146,6,0,7
2025-03-31,Galway University Hospital,HSE West and North West,63,14,77,131,295,7,0,7
2025-03-31,Letterkenny University Hospital,HSE West and North West,58,27,85,53,291,17,1,7
2025-03-31,Mayo University Hospital,HSE West and North West,39,89,128,88,57,71,0,7
2025-03-31,Portiuncula University Hospital,HSE West and North West,4,0,4,0,28,0,0,7
2025-03-31,Roscommon University Hospital,HSE West and North West,0,0,0,0,32,0,0,7
2025-03-31,Sligo University Hospital,HSE West and North West,29,52,81,75,202,28,0,7
2025-04-07,CHI at Crumlin,HSE Dublin and Midlands,21,0,21,0,28,1,0,7
2025-04-07,CHI at Tallaght,HSE Dublin and Midlands,5,0,5,0,0,0,0,7
2025-04-07,CHI at Temple Street,HSE Dublin and Midlands,16,0,16,0,10,0,0,7
2025-04-07,MRH Mullingar,HSE Dublin and Midlands,23,0,23,12,25,2,1,7
2025-04-07,MRH Portlaoise,HSE Dublin and Midlands,21,0,21,10,39,0,0,7
2025-04-07,MRH Tullamore,HSE Dublin and Midlands,0,0,0,103,38,0,0,7
2025-04-07,Naas General Hospital,HSE Dublin and Midlands,54,5,59,49,61,17,1,7
2025-04-07,St. James's Hospital,HSE Dublin and Midlands,60,0,60,49,143,1,0,7
2025-04-07,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-04-07,Tallaght University Hospital,HSE Dublin and Midlands,137,18,155,177,67,42,0,7
2025-04-07,Beaumont Hospital,HSE Dublin and North East,8,0,8,17,88,0,0,7
2025-04-07,Cavan General Hospital,HSE Dublin and North East,17,0,17,38,0,0,0,7
2025-04-07,Connolly Hospital,HSE Dublin and North East,1,0,1,0,49,0,0,7
2025-04-07,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-04-07,Mater Misericordiae University Hospital,HSE Dublin and North East,52,0,52,109,100,2,1,7
