date,hospital,ed_trolleys,ward_trolleys,total_trolleys
2023-01-21,MRH Mullingar,4,0,4
2023-01-21,MRH Portlaoise,4,0,4
2023-01-21,MRH Tullamore,0,0,0
2023-01-21,Mater Misericordiae University Hospital,2,0,2
2023-01-21,Mayo University Hospital,2,6,8
2023-01-21,Mercy University Hospital,6,0,6
2023-01-21,Naas General Hospital,2,0,2
2023-01-21,Our Lady of Lourdes Hospital,0,0,0
2023-01-21,Our Lady's Hospital Navan,0,0,0
2023-01-21,Portiuncula University Hospital,7,0,7
2023-01-21,Sligo University Hospital,0,3,3
2023-01-21,St Luke's General Hospital Kilkenny,7,0,7
2023-01-21,St. James's Hospital,5,0,5
2023-01-21,St. Vincent's University Hospital,11,0,11
2023-01-21,Tallaght University Hospital,11,0,11
2023-01-21,Tipperary University Hospital,0,0,0
2023-01-21,UH Kerry,8,0,8
2023-01-21,UH Limerick,8,2,10
2023-01-21,UH Waterford,0,0,0
2023-01-21,Wexford General Hospital,3,1,4
2023-01-22,Beaumont Hospital,8,0,8
2023-01-22,CHI at Crumlin,3,0,3
2023-01-22,CHI at Tallaght,0,0,0
2023-01-22,CHI at Temple Street,9,0,9
2023-01-22,Cavan General Hospital,3,0,3
2023-01-22,Connolly Hospital,0,0,0
2023-01-22,Cork University Hospital,22,4,26
2023-01-22,Galway University Hospital,11,2,13
2023-01-22,Letterkenny University Hospital,21,10,31
2023-01-22,MRH Mullingar,10,0,10
2023-01-22,MRH Portlaoise,1,0,1
2023-01-22,MRH Tullamore,0,0,0
2023-01-22,Mater Misericordiae University Hospital,5,0,5
2023-01-22,Mayo University Hospital,7,6,13
2023-01-22,Mercy University Hospital,5,0,5
2023-01-22,Naas General Hospital,9,1,10
2023-01-22,Our Lady of Lourdes Hospital,0,0,0
2023-01-22,Our Lady's Hospital Navan,0,0,0
2023-01-22,Portiuncula University Hospital,6,0,6
2023-01-22,Sligo University Hospital,6,0,6
2023-01-22,St Luke's General Hospital Kilkenny,6,1,7
2023-01-22,St. James's Hospital,1,0,1
2023-01-22,St. Vincent's University Hospital,5,0,5
2023-01-22,Tallaght University Hospital,18,0,18
2023-01-22,Tipperary University Hospital,2,0,2
2023-01-22,UH Kerry,9,0,9
2023-01-22,UH Limerick,9,22,31
2023-01-22,UH Waterford,0,0,0
2023-01-22,Wexford General Hospital,2,1,3
2023-01-23,Beaumont Hospital,7,0,7
2023-01-23,CHI at Crumlin,9,0,9
2023-01-23,CHI at Tallaght,1,0,1
2023-01-23,CHI at Temple Street,10,0,10
2023-01-23,Cavan General Hospital,3,0,3
2023-01-23,Connolly Hospital,0,0,0
2023-01-23,Cork University Hospital,16,6,22
2023-01-23,Galway University Hospital,24,10,34
2023-01-23,Letterkenny University Hospital,13,9,22
2023-01-23,MRH Mullingar,9,0,9
2023-01-23,MRH Portlaoise,0,0,0
2023-01-23,MRH Tullamore,0,0,0
2023-01-23,Mater Misericordiae University Hospital,12,0,12
2023-01-23,Mayo University Hospital,4,8,12
2023-01-23,Mercy University Hospital,10,0,10
2023-01-23,Naas General Hospital,2,2,4
2023-01-23,Our Lady of Lourdes Hospital,5,0,5
2023-01-23,Our Lady's Hospital Navan,6,0,6
2023-01-23,Portiuncula University Hospital,15,0,15
2023-01-23,Sligo University Hospital,6,6,12
2023-01-23,St Luke's General Hospital Kilkenny,14,5,19
2023-01-23,St. James's Hospital,5,0,5
2023-01-23,St. Vincent's University Hospital,11,0,11
2023-01-23,Tallaght University Hospital,27,0,27
2023-01-23,Tipperary University Hospital,4,0,4
2023-01-23,UH Kerry,21,0,21
2023-01-23,UH Limerick,14,27,41
2023-01-23,UH Waterford,0,0,0
2023-01-23,Wexford General Hospital,12,0,12
2023-01-24,Beaumont Hospital,17,0,17
2023-01-24,CHI at Crumlin,23,0,23
2023-01-24,CHI at Tallaght,0,0,0
2023-01-24,CHI at Temple Street,22,0,22
2023-01-24,Cavan General Hospital,3,2,5
2023-01-24,Connolly Hospital,0,0,0
2023-01-24,Cork University Hospital,30,7,37
2023-01-24,Galway University Hospital,22,10,32
2023-01-24,Letterkenny University Hospital,6,4,10
2023-01-24,MRH Mullingar,9,0,9
2023-01-24,MRH Portlaoise,2,0,2
2023-01-24,MRH Tullamore,3,0,3
2023-01-24,Mater Misericordiae University Hospital,16,0,16
2023-01-24,Mayo University Hospital,6,7,13
2023-01-24,Mercy University Hospital,19,0,19
2023-01-24,Naas General Hospital,7,2,9
2023-01-24,Our Lady of Lourdes Hospital,6,1,7
2023-01-24,Our Lady's Hospital Navan,3,0,3
2023-01-24,Portiuncula University Hospital,9,0,9
2023-01-24,Sligo University Hospital,6,6,12
2023-01-24,St Luke's General Hospital Kilkenny,10,2,12
2023-01-24,St. James's Hospital,7,0,7
2023-01-24,St. Vincent's University Hospital,25,0,25
2023-01-24,Tallaght University Hospital,19,0,19
2023-01-24,Tipperary University Hospital,17,0,17
2023-01-24,UH Kerry,29,0,29
2023-01-24,UH Limerick,10,22,32
2023-01-24,UH Waterford,0,0,0
2023-01-24,Wexford General Hospital,0,9,9
2023-01-25,Beaumont Hospital,20,0,20
2023-01-25,CHI at Crumlin,5,0,5
2023-01-25,CHI at Tallaght,1,0,1
2023-01-25,CHI at Temple Street,16,0,16
2023-01-25,Cavan General Hospital,1,0,1
2023-01-25,Connolly Hospital,1,0,1
2023-01-25,Cork University Hospital,32,4,36
2023-01-25,Galway University Hospital,19,14,33
2023-01-25,Letterkenny University Hospital,8,4,12
2023-01-25,MRH Mullingar,8,0,8
2023-01-25,MRH Portlaoise,0,0,0
2023-01-25,MRH Tullamore,3,0,3
2023-01-25,Mater Misericordiae University Hospital,22,0,22
2023-01-25,Mayo University Hospital,9,6,15
2023-01-25,Mercy University Hospital,15,0,15
2023-01-25,Naas General Hospital,11,4,15
2023-01-25,Our Lady of Lourdes Hospital,4,1,5
2023-01-25,Our Lady's Hospital Navan,4,0,4
2023-01-25,Portiuncula University Hospital,3,0,3
2023-01-25,Sligo University Hospital,10,4,14
2023-01-25,St Luke's General Hospital Kilkenny,13,2,15
2023-01-25,St. James's Hospital,8,0,8
2023-01-25,St. Vincent's University Hospital,21,0,21
2023-01-25,Tallaght University Hospital,19,0,19
2023-01-25,Tipperary University Hospital,14,0,14
2023-01-25,UH Kerry,15,9,24
2023-01-25,UH Limerick,10,22,32
2023-01-25,UH Waterford,0,0,0
2023-01-25,Wexford General Hospital,16,0,16
2023-01-26,Beaumont Hospital,10,0,10
2023-01-26,CHI at Crumlin,2,0,2
2023-01-26,CHI at Tallaght,1,0,1
2023-01-26,CHI at Temple Street,6,0,6
2023-01-26,Cavan General Hospital,1,1,0
2023-01-26,Connolly Hospital,0,0,0
2023-01-26,Cork University Hospital,28,4,32
2023-01-26,Galway University Hospital,31,7,38
2023-01-26,Letterkenny University Hospital,1,1,2
2023-01-26,MRH Mullingar,2,0,2
2023-01-26,MRH Portlaoise,0,0,0
2023-01-26,MRH Tullamore,3,0,3
2023-01-26,Mater Misericordiae University Hospital,20,0,20
2023-01-26,Mayo University Hospital,9,8,17
2023-01-26,Mercy University Hospital,7,0,7
2023-01-26,Naas General Hospital,8,5,13
2023-01-26,Our Lady of Lourdes Hospital,3,0,3
2023-01-26,Our Lady's Hospital Navan,0,0,0
2023-01-26,Portiuncula University Hospital,6,0,6
2023-01-26,Sligo University Hospital,8,7,15
2023-01-26,St Luke's General Hospital Kilkenny,10,0,10
2023-01-26,St. James's Hospital,12,0,12
2023-01-26,St. Vincent's University Hospital,16,0,16
2023-01-26,Tallaght University Hospital,17,0,17
2023-01-26,Tipperary University Hospital,18,0,18
2023-01-26,UH Kerry,31,0,31
2023-01-26,UH Limerick,3,16,19
2023-01-26,UH Waterford,0,0,0
2023-01-26,Wexford General Hospital,7,3,10
2023-01-27,Beaumont Hospital,10,0,10
2023-01-27,CHI at Crumlin,13,0,13
2023-01-27,CHI at Tallaght,1,0,1
2023-01-27,CHI at Temple Street,13,0,13
2023-01-27,Cavan General Hospital,1,0,1
2023-01-27,Connolly Hospital,0,0,0
2023-01-27,Cork University Hospital,24,5,29
2023-01-27,Galway University Hospital,20,9,29
2023-01-27,Letterkenny University Hospital,0,0,0
2023-01-27,MRH Mullingar,0,0,0
2023-01-27,MRH Portlaoise,0,0,0
2023-01-27,MRH Tullamore,0,0,0
2023-01-27,Mater Misericordiae University Hospital,31,0,31
2023-01-27,Mayo University Hospital,4,9,13
2023-01-27,Mercy University Hospital,9,0,9
2023-01-27,Naas General Hospital,8,4,12
2023-01-27,Our Lady of Lourdes Hospital,2,2,4
2023-01-27,Our Lady's Hospital Navan,1,0,1
2023-01-27,Portiuncula University Hospital,10,0,10
2023-01-27,Sligo University Hospital,6,8,14
2023-01-27,St Luke's General Hospital Kilkenny,8,0,8
2023-01-27,St. James's Hospital,10,0,10
2023-01-27,St. Vincent's University Hospital,23,0,23
2023-01-27,Tallaght University Hospital,25,0,25
2023-01-27,Tipperary University Hospital,15,0,15
2023-01-27,UH Kerry,23,0,23
2023-01-27,UH Limerick,10,12,22
2023-01-27,UH Waterford,0,0,0
2023-01-27,Wexford General Hospital,14,7,21
2023-01-28,Beaumont Hospital,0,0,0
2023-01-28,CHI at Crumlin,1,0,1
2023-01-28,CHI at Tallaght,2,0,2
2023-01-28,CHI at Temple Street,10,0,10
2023-01-28,Cavan General Hospital,0,0,0
2023-01-28,Connolly Hospital,0,0,0
2023-01-28,Cork University Hospital,20,5,25
2023-01-28,Galway University Hospital,10,0,10
2023-01-28,Letterkenny University Hospital,0,0,0
2023-01-28,MRH Mullingar,1,0,1
2023-01-28,MRH Portlaoise,2,0,2
2023-01-28,MRH Tullamore,0,0,0
2023-01-28,Mater Misericordiae University Hospital,12,0,12
2023-01-28,Mayo University Hospital,15,9,24
2023-01-28,Mercy University Hospital,4,0,4
2023-01-28,Naas General Hospital,5,0,5
2023-01-28,Our Lady of Lourdes Hospital,0,0,0
2023-01-28,Our Lady's Hospital Navan,0,0,0
2023-01-28,Portiuncula University Hospital,3,6,9
2023-01-28,Sligo University Hospital,3,4,7
2023-01-28,St Luke's General Hospital Kilkenny,1,0,1
2023-01-28,St. James's Hospital,4,0,4
2023-01-28,St. Vincent's University Hospital,6,0,6
2023-01-28,Tallaght University Hospital,14,0,14
2023-01-28,Tipperary University Hospital,8,0,8
2023-01-28,UH Kerry,11,0,11
2023-01-28,UH Limerick,0,0,0
2023-01-28,UH Waterford,0,0,0
2023-01-28,Wexford General Hospital,5,0,5
2023-01-29,Beaumont Hospital,0,0,0
2023-01-29,CHI at Crumlin,5,0,5
2023-01-29,CHI at Tallaght,2,0,2
2023-01-29,CHI at Temple Street,7,0,7
2023-01-29,Cavan General Hospital,0,0,0
2023-01-29,Connolly Hospital,0,0,0
2023-01-29,Cork University Hospital,33,2,35
2023-01-29,Galway University Hospital,14,2,16
2023-01-29,Letterkenny University Hospital,0,0,0
2023-01-29,MRH Mullingar,2,0,2
2023-01-29,MRH Portlaoise,5,0,5
2023-01-29,MRH Tullamore,0,0,0
2023-01-29,Mater Misericordiae University Hospital,14,0,14
2023-01-29,Mayo University Hospital,8,8,16
2023-01-29,Mercy University Hospital,2,0,2
2023-01-29,Naas General Hospital,6,2,8
2023-01-29,Our Lady of Lourdes Hospital,0,0,0
2023-01-29,Our Lady's Hospital Navan,0,0,0
2023-01-29,Portiuncula University Hospital,12,0,12
2023-01-29,Sligo University Hospital,7,0,7
2023-01-29,St Luke's General Hospital Kilkenny,14,2,16
2023-01-29,St. James's Hospital,5,0,5
2023-01-29,St. Vincent's University Hospital,11,0,11
2023-01-29,Tallaght University Hospital,18,0,18
2023-01-29,Tipperary University Hospital,18,0,18
2023-01-29,UH Kerry,17,0,17
2023-01-29,UH Limerick,5,11,16
2023-01-29,UH Waterford,0,0,0
2023-01-29,Wexford General Hospital,0,2,2
2023-01-30,Beaumont Hospital,0,0,0
2023-01-30,CHI at Crumlin,11,0,11
2023-01-30,CHI at Tallaght,2,0,2
2023-01-30,CHI at Temple Street,13,0,13
2023-01-30,Cavan General Hospital,0,0,0
2023-01-30,Connolly Hospital,6,0,6
2023-01-30,Cork University Hospital,31,2,33
2023-01-30,Galway University Hospital,15,4,19
2023-01-30,Letterkenny University Hospital,6,0,6
2023-01-30,MRH Mullingar,4,0,4
2023-01-30,MRH Portlaoise,4,0,4
2023-01-30,MRH Tullamore,0,0,0
2023-01-30,Mater Misericordiae University Hospital,23,0,23
2023-01-30,Mayo University Hospital,5,5,10
2023-01-30,Mercy University Hospital,9,0,9
2023-01-30,Naas General Hospital,12,3,15
2023-01-30,Our Lady of Lourdes Hospital,3,1,4
2023-01-30,Our Lady's Hospital Navan,0,0,0
2023-01-30,Portiuncula University Hospital,13,0,13
2023-01-30,Sligo University Hospital,10,7,17
2023-01-30,St Luke's General Hospital Kilkenny,17,3,20
2023-01-30,St. James's Hospital,5,0,5
2023-01-30,St. Vincent's University Hospital,9,0,9
2023-01-30,Tallaght University Hospital,25,0,25
2023-01-30,Tipperary University Hospital,22,0,22
2023-01-30,UH Kerry,16,0,16
2023-01-30,UH Limerick,7,21,28
2023-01-30,UH Waterford,0,0,0
2023-01-30,Wexford General Hospital,4,6,10
2023-01-31,Beaumont Hospital,0,0,0
2023-01-31,CHI at Crumlin,11,0,11
2023-01-31,CHI at Tallaght,7,0,7
2023-01-31,CHI at Temple Street,14,0,14
2023-01-31,Cavan General Hospital,3,0,3
2023-01-31,Connolly Hospital,0,0,0
2023-01-31,Cork University Hospital,24,5,29
2023-01-31,Galway University Hospital,16,3,19
2023-01-31,Letterkenny University Hospital,13,3,16
2023-01-31,MRH Mullingar,6,0,6
2023-01-31,MRH Portlaoise,0,0,0
2023-01-31,MRH Tullamore,0,0,0
2023-01-31,Mater Misericordiae University Hospital,30,0,30
2023-01-31,Mayo University Hospital,4,3,7
2023-01-31,Mercy University Hospital,14,0,14
2023-01-31,Naas General Hospital,9,2,11
2023-01-31,Our Lady of Lourdes Hospital,5,0,5
2023-01-31,Our Lady's Hospital Navan,0,0,0
2023-01-31,Portiuncula University Hospital,3,0,3
2023-01-31,Sligo University Hospital,7,10,17
2023-01-31,St Luke's General Hospital Kilkenny,13,5,18
2023-01-31,St. James's Hospital,16,0,16
2023-01-31,St. Vincent's University Hospital,0,0,0
2023-01-31,Tallaght University Hospital,22,0,22
2023-01-31,Tipperary University Hospital,24,0,24
2023-01-31,UH Kerry,19,0,19
2023-01-31,UH Limerick,6,24,30
2023-01-31,UH Waterford,0,0,0
2023-01-31,Wexford General Hospital,5,5,10
2023-02-01,Beaumont Hospital,6,0,6
2023-02-01,CHI at Crumlin,16,0,16
2023-02-01,CHI at Tallaght,6,0,6
2023-02-01,CHI at Temple Street,11,0,11
2023-02-01,Cavan General Hospital,0,0,0
2023-02-01,Connolly Hospital,0,0,0
2023-02-01,Cork University Hospital,20,0,20
2023-02-01,Galway University Hospital,12,5,17
2023-02-01,Letterkenny University Hospital,24,8,32
2023-02-01,MRH Mullingar,0,0,0
2023-02-01,MRH Portlaoise,1,0,1
2023-02-01,MRH Tullamore,0,0,0
2023-02-01,Mater Misericordiae University Hospital,23,0,23
2023-02-01,Mayo University Hospital,7,8,15
2023-02-01,Mercy University Hospital,24,0,24
2023-02-01,Naas General Hospital,10,3,13
2023-02-01,Our Lady of Lourdes Hospital,7,0,7
2023-02-01,Our Lady's Hospital Navan,0,0,0
2023-02-01,Portiuncula University Hospital,11,0,11
2023-02-01,Sligo University Hospital,13,11,24
2023-02-01,St Luke's General Hospital Kilkenny,14,4,18
2023-02-01,St. James's Hospital,18,0,18
2023-02-01,St. Vincent's University Hospital,10,0,10
2023-02-01,Tallaght University Hospital,16,0,16
2023-02-01,Tipperary University Hospital,20,0,20
2023-02-01,UH Kerry,25,0,25
2023-02-01,UH Limerick,8,25,33
2023-02-01,UH Waterford,0,0,0
2023-02-01,Wexford General Hospital,10,5,15
2023-02-02,Beaumont Hospital,5,0,5
2023-02-02,CHI at Crumlin,9,0,9
2023-02-02,CHI at Tallaght,1,0,1
2023-02-02,CHI at Temple Street,14,0,14
2023-02-02,Cavan General Hospital,0,2,2
2023-02-02,Connolly Hospital,0,0,0
2023-02-02,Cork University Hospital,32,3,35
2023-02-02,Galway University Hospital,14,10,24
2023-02-02,Letterkenny University Hospital,3,3,6
2023-02-02,MRH Mullingar,4,0,4
2023-02-02,MRH Portlaoise,0,0,0
2023-02-02,MRH Tullamore,0,0,0
2023-02-02,Mater Misericordiae University Hospital,18,0,18
2023-02-02,Mayo University Hospital,8,7,15
2023-02-02,Mercy University Hospital,17,0,17
2023-02-02,Naas General Hospital,13,0,13
2023-02-02,Our Lady of Lourdes Hospital,5,1,6
2023-02-02,Our Lady's Hospital Navan,0,0,0
2023-02-02,Portiuncula University Hospital,8,0,8
2023-02-02,Sligo University Hospital,12,11,23
2023-02-02,St Luke's General Hospital Kilkenny,8,4,12
2023-02-02,St. James's Hospital,24,0,24
2023-02-02,St. Vincent's University Hospital,10,0,10
2023-02-02,Tallaght University Hospital,17,0,17
2023-02-02,Tipperary University Hospital,15,0,15
2023-02-02,UH Kerry,20,0,20
2023-02-02,UH Limerick,8,29,37
2023-02-02,UH Waterford,0,0,0
2023-02-02,Wexford General Hospital,6,9,15
2023-02-03,Beaumont Hospital,6,0,6
2023-02-03,CHI at Crumlin,12,0,12
2023-02-03,CHI at Tallaght,1,0,1
2023-02-03,CHI at Temple Street,10,0,10
2023-02-03,Cavan General Hospital,5,0,5
2023-02-03,Connolly Hospital,0,0,0
2023-02-03,Cork University Hospital,26,5,31
2023-02-03,Galway University Hospital,24,10,34
2023-02-03,Letterkenny University Hospital,7,0,7
2023-02-03,MRH Mullingar,9,0,9
2023-02-03,MRH Portlaoise,0,0,0
2023-02-03,MRH Tullamore,0,0,0
2023-02-03,Mater Misericordiae University Hospital,21,0,21
2023-02-03,Mayo University Hospital,0,4,4
2023-02-03,Mercy University Hospital,16,0,16
2023-02-03,Naas General Hospital,12,4,16
2023-02-03,Our Lady of Lourdes Hospital,3,1,4
2023-02-03,Our Lady's Hospital Navan,2,0,2
2023-02-03,Portiuncula University Hospital,8,0,8
2023-02-03,Sligo University Hospital,15,13,28
2023-02-03,St Luke's General Hospital Kilkenny,11,1,12
2023-02-03,St. James's Hospital,15,0,15
2023-02-03,St. Vincent's University Hospital,4,0,4
2023-02-03,Tallaght University Hospital,19,0,19
2023-02-03,Tipperary University Hospital,19,0,19
2023-02-03,UH Kerry,9,0,9
2023-02-03,UH Limerick,10,29,39
2023-02-03,UH Waterford,0,0,0
2023-02-03,Wexford General Hospital,5,3,8
2023-02-04,Beaumont Hospital,0,0,0
2023-02-04,CHI at Crumlin,5,0,5
2023-02-04,CHI at Tallaght,2,0,2
2023-02-04,CHI at Temple Street,14,0,14
2023-02-04,Cavan General Hospital,1,0,1
2023-02-04,Connolly Hospital,0,0,0
2023-02-04,Cork University Hospital,17,0,17
2023-02-04,Galway University Hospital,13,4,17
2023-02-04,Letterkenny University Hospital,1,0,1
2023-02-04,MRH Mullingar,5,0,5
2023-02-04,MRH Portlaoise,0,0,0
2023-02-04,MRH Tullamore,0,0,0
2023-02-04,Mater Misericordiae University Hospital,11,0,11
2023-02-04,Mayo University Hospital,0,3,3
2023-02-04,Mercy University Hospital,12,0,12
2023-02-04,Naas General Hospital,11,0,11
2023-02-04,Our Lady of Lourdes Hospital,0,0,0
2023-02-04,Our Lady's Hospital Navan,0,0,0
2023-02-04,Portiuncula University Hospital,7,0,7
2023-02-04,Sligo University Hospital,6,7,13
2023-02-04,St Luke's General Hospital Kilkenny,0,0,0
2023-02-04,St. James's Hospital,8,0,8
2023-02-04,St. Vincent's University Hospital,0,0,0
2023-02-04,Tallaght University Hospital,0,0,0
2023-02-04,Tipperary University Hospital,2,0,2
2023-02-04,UH Kerry,4,0,4
2023-02-04,UH Limerick,11,12,23
2023-02-04,UH Waterford,0,0,0
2023-02-04,Wexford General Hospital,6,2,8
2023-02-05,Beaumont Hospital,0,0,0
2023-02-05,CHI at Crumlin,7,0,7
2023-02-05,CHI at Tallaght,1,0,1
2023-02-05,CHI at Temple Street,5,0,5
2023-02-05,Cavan General Hospital,3,0,3
2023-02-05,Connolly Hospital,0,0,0
2023-02-05,Cork University Hospital,18,0,18
2023-02-05,Galway University Hospital,5,0,5
2023-02-05,Letterkenny University Hospital,4,0,4
2023-02-05,MRH Mullingar,6,0,6
2023-02-05,MRH Portlaoise,2,0,2
2023-02-05,MRH Tullamore,0,0,0
2023-02-05,Mater Misericordiae University Hospital,14,0,14
2023-02-05,Mayo University Hospital,2,9,11
2023-02-05,Mercy University Hospital,8,0,8
2023-02-05,Naas General Hospital,0,3,3
2023-02-05,Our Lady of Lourdes Hospital,0,0,0
2023-02-05,Our Lady's Hospital Navan,0,0,0
2023-02-05,Portiuncula University Hospital,4,0,4
2023-02-05,Sligo University Hospital,7,7,14
2023-02-05,St Luke's General Hospital Kilkenny,11,0,11
2023-02-05,St. James's Hospital,4,0,4
2023-02-05,St. Vincent's University Hospital,0,0,0
2023-02-05,Tallaght University Hospital,0,0,0
2023-02-05,Tipperary University Hospital,10,0,10
2023-02-05,UH Kerry,7,0,7
2023-02-05,UH Limerick,7,23,30
2023-02-05,UH Waterford,0,0,0
2023-02-05,Wexford General Hospital,5,7,12
2023-02-06,Beaumont Hospital,0,0,0
2023-02-06,CHI at Crumlin,0,0,0
2023-02-06,CHI at Tallaght,0,0,0
2023-02-06,CHI at Temple Street,9,0,9
2023-02-06,Cavan General Hospital,1,0,1
2023-02-06,Connolly Hospital,0,0,0
2023-02-06,Cork University Hospital,29,1,30
2023-02-06,Galway University Hospital,11,1,12
2023-02-06,Letterkenny University Hospital,7,0,7
2023-02-06,MRH Mullingar,13,0,13
2023-02-06,MRH Portlaoise,2,0,2
2023-02-06,MRH Tullamore,0,0,0
2023-02-06,Mater Misericordiae University Hospital,10,0,10
2023-02-06,Mayo University Hospital,9,8,17
2023-02-06,Mercy University Hospital,14,0,14
2023-02-06,Naas General Hospital,7,0,7
2023-02-06,Our Lady of Lourdes Hospital,3,0,3
2023-02-06,Our Lady's Hospital Navan,3,0,3
2023-02-06,Portiuncula University Hospital,6,0,6
2023-02-06,Sligo University Hospital,8,12,20
2023-02-06,St Luke's General Hospital Kilkenny,12,0,12
2023-02-06,St. James's Hospital,12,0,12
2023-02-06,St. Vincent's University Hospital,4,0,4
2023-02-06,Tallaght University Hospital,0,0,0
2023-02-06,Tipperary University Hospital,19,0,19
2023-02-06,UH Kerry,2,0,2
2023-02-06,UH Limerick,10,26,36
2023-02-06,UH Waterford,0,0,0
2023-02-06,Wexford General Hospital,7,8,15
2023-02-07,Beaumont Hospital,0,0,0
2023-02-07,CHI at Crumlin,8,0,8
2023-02-07,CHI at Tallaght,3,0,3
2023-02-07,CHI at Temple Street,2,0,2
2023-02-07,Cavan General Hospital,2,2,4
2023-02-07,Connolly Hospital,0,0,0
2023-02-07,Cork University Hospital,13,2,15
2023-02-07,Galway University Hospital,13,7,20
2023-02-07,Letterkenny University Hospital,12,6,18
2023-02-07,MRH Mullingar,19,0,19
2023-02-07,MRH Portlaoise,0,0,0
2023-02-07,MRH Tullamore,0,0,0
2023-02-07,Mater Misericordiae University Hospital,30,0,30
2023-02-07,Mayo University Hospital,4,6,10
2023-02-07,Mercy University Hospital,14,0,14
2023-02-07,Naas General Hospital,3,4,7
2023-02-07,Our Lady of Lourdes Hospital,0,0,0
2023-02-07,Our Lady's Hospital Navan,9,0,9
