Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
31/08/2024,HSE Dublin and Midlands Total,32,1,33,30,71,8,1
31/08/2024,National Rehabilitation Hospital,,,,,5,,
31/08/2024,St. Columcille's Hospital,,,,,3,,
31/08/2024,St Luke's General Hospital Kilkenny,0,0,0,0,8,,
31/08/2024,St. Michael's Hospital,,,,,3,,
31/08/2024,St. Vincent's University Hospital,5,0,5,50,19,,
31/08/2024,Tipperary University Hospital,13,0,13,0,19,6,
31/08/2024,UH Waterford,0,0,0,0,11,,
31/08/2024,Wexford General Hospital,2,2,4,17,6,,
31/08/2024,HSE Dublin and South East Total,20,2,22,67,74,6,0
31/08/2024,Bantry General Hospital,,,,,9,,
31/08/2024,Cork University Hospital,0,0,0,11,36,,
31/08/2024,Mallow General Hospital,,,,,3,,
31/08/2024,Mercy University Hospital,5,0,5,0,9,1,
31/08/2024,South Infirmary Victoria University Hospital,,,,,2,,
31/08/2024,UH Kerry,0,0,0,0,23,,
31/08/2024,HSE South West Total,5,0,5,11,82,1,0
31/08/2024,Ennis Hospital,,,,,4,,
31/08/2024,Nenagh Hospital,,,,,3,,
31/08/2024,St. John's Hospital Limerick,,,,,4,,
31/08/2024,UH Limerick,4,13,17,36,16,2,
31/08/2024,HSE Mid West Total,4,13,17,36,27,2,0
31/08/2024,Galway University Hospital,2,0,2,20,36,,
31/08/2024,Letterkenny University Hospital,3,2,5,2,30,1,
31/08/2024,Mayo University Hospital,0,2,2,0,11,1,
31/08/2024,Portiuncula University Hospital,1,0,1,0,3,,
31/08/2024,Roscommon University Hospital,,,,,4,,
31/08/2024,Sligo University Hospital,8,5,13,12,27,3,
31/08/2024,HSE West and North West Total,14,9,23,34,111,5,0
31/08/2024,National Total,79,25,104,190,407,22,1
01/09/2024,Beaumont Hospital,0,0,0,3,17,,
01/09/2024,Cavan General Hospital,5,0,5,10,1,,
01/09/2024,Connolly Hospital,0,0,0,0,6,,
01/09/2024,Louth County Hospital,,,,,0,,
01/09/2024,Mater Misericordiae University Hospital,2,0,2,0,18,,
01/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
01/09/2024,Our Lady of Lourdes Hospital,5,0,5,17,0,,
01/09/2024,Our Lady's Hospital Navan,0,0,0,3,0,,
01/09/2024,HSE Dublin and North East Total,12,0,12,33,42,0,0
01/09/2024,CHI at Crumlin,0,0,0,0,4,,
01/09/2024,CHI at Tallaght,0,0,0,0,0,,
01/09/2024,CHI at Temple Street,1,,1,0,5,,
01/09/2024,MRH Mullingar,0,0,0,6,1,,
01/09/2024,MRH Portlaoise,6,0,6,0,7,,
01/09/2024,MRH Tullamore,0,0,0,0,8,,
01/09/2024,Naas General Hospital,0,0,0,0,9,,
01/09/2024,St. James's Hospital,13,0,13,2,22,,
01/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
01/09/2024,Tallaght University Hospital,20,9,29,20,15,7,
01/09/2024,HSE Dublin and Midlands Total,40,9,49,28,71,7,0
01/09/2024,National Rehabilitation Hospital,,,,,5,,
01/09/2024,St. Columcille's Hospital,,,,,3,,
01/09/2024,St Luke's General Hospital Kilkenny,0,0,0,0,8,,
01/09/2024,St. Michael's Hospital,,,,,3,,
01/09/2024,St. Vincent's University Hospital,4,0,4,50,19,,
01/09/2024,Tipperary University Hospital,10,0,10,3,19,6,
01/09/2024,UH Waterford,0,0,0,0,11,,
01/09/2024,Wexford General Hospital,3,7,10,11,6,2,
01/09/2024,HSE Dublin and South East Total,17,7,24,64,74,8,0
01/09/2024,Bantry General Hospital,,,,,9,,
01/09/2024,Cork University Hospital,5,0,5,16,36,,
01/09/2024,Mallow General Hospital,,,,,3,,
01/09/2024,Mercy University Hospital,3,0,3,0,9,,
01/09/2024,South Infirmary Victoria University Hospital,,,,,2,,
01/09/2024,UH Kerry,0,0,0,0,22,,
01/09/2024,HSE South West Total,8,0,8,16,81,0,0
01/09/2024,Ennis Hospital,,,,,4,,
01/09/2024,Nenagh Hospital,,,,,3,,
01/09/2024,St. John's Hospital Limerick,,,,,4,,
01/09/2024,UH Limerick,2,20,22,20,16,10,
01/09/2024,HSE Mid West Total,2,20,22,20,27,10,0
01/09/2024,Galway University Hospital,7,0,7,22,36,,
01/09/2024,Letterkenny University Hospital,6,4,10,5,30,,
01/09/2024,Mayo University Hospital,4,4,8,2,11,4,
01/09/2024,Portiuncula University Hospital,0,0,0,0,3,,
01/09/2024,Roscommon University Hospital,,,,,4,,
01/09/2024,Sligo University Hospital,2,8,10,12,27,6,
01/09/2024,HSE West and North West Total,19,16,35,41,111,10,0
01/09/2024,National Total,98,52,150,202,406,35,0
02/09/2024,Beaumont Hospital,26,0,26,6,17,,
02/09/2024,Cavan General Hospital,15,0,15,4,1,4,
02/09/2024,Connolly Hospital,0,0,0,0,6,,
02/09/2024,Louth County Hospital,,,,,0,,
02/09/2024,Mater Misericordiae University Hospital,7,0,7,6,18,,
02/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
02/09/2024,Our Lady of Lourdes Hospital,10,0,10,16,0,,
02/09/2024,Our Lady's Hospital Navan,0,0,0,4,0,,
02/09/2024,HSE Dublin and North East Total,58,0,58,36,42,4,0
02/09/2024,CHI at Crumlin,2,0,2,0,4,,
02/09/2024,CHI at Tallaght,0,0,0,0,0,,
02/09/2024,CHI at Temple Street,2,0,2,0,5,,
02/09/2024,MRH Mullingar,0,0,0,7,1,,
02/09/2024,MRH Portlaoise,3,0,3,0,7,1,
02/09/2024,MRH Tullamore,0,0,0,0,8,,
02/09/2024,Naas General Hospital,0,0,0,0,9,,
02/09/2024,St. James's Hospital,20,0,20,0,22,5,
02/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
02/09/2024,Tallaght University Hospital,26,15,41,26,15,17,2
02/09/2024,HSE Dublin and Midlands Total,53,15,68,33,71,23,2
02/09/2024,National Rehabilitation Hospital,,,,,5,,
02/09/2024,St. Columcille's Hospital,,,,,3,,
02/09/2024,St Luke's General Hospital Kilkenny,8,0,8,3,8,,
02/09/2024,St. Michael's Hospital,,,,,3,,
02/09/2024,St. Vincent's University Hospital,11,0,11,50,19,3,2
02/09/2024,Tipperary University Hospital,11,0,11,2,19,6,
02/09/2024,UH Waterford,0,0,0,0,11,,
02/09/2024,Wexford General Hospital,6,9,15,17,6,8,1
02/09/2024,HSE Dublin and South East Total,36,9,45,72,74,17,3
02/09/2024,Bantry General Hospital,,,,,9,,
02/09/2024,Cork University Hospital,10,0,10,24,36,1,
02/09/2024,Mallow General Hospital,,,,,3,,
02/09/2024,Mercy University Hospital,7,0,7,0,9,,
02/09/2024,South Infirmary Victoria University Hospital,,,,,2,,
02/09/2024,UH Kerry,2,0,2,0,22,,
02/09/2024,HSE South West Total,19,0,19,24,81,1,0
02/09/2024,Ennis Hospital,,,,,4,,
02/09/2024,Nenagh Hospital,,,,,3,,
02/09/2024,St. John's Hospital Limerick,,,,,4,,
02/09/2024,UH Limerick,10,30,40,45,16,11,4
02/09/2024,HSE Mid West Total,10,30,40,45,27,11,4
02/09/2024,Galway University Hospital,10,7,17,21,36,2,
02/09/2024,Letterkenny University Hospital,8,5,13,8,30,3,
02/09/2024,Mayo University Hospital,4,11,15,6,11,8,
02/09/2024,Portiuncula University Hospital,1,0,1,0,3,,
02/09/2024,Roscommon University Hospital,,,,,4,,
02/09/2024,Sligo University Hospital,3,9,12,14,27,7,
02/09/2024,HSE West and North West Total,26,32,58,49,111,20,0
02/09/2024,National Total,202,86,288,259,406,76,9
03/09/2024,Beaumont Hospital,30,0,30,15,16,1,
03/09/2024,Cavan General Hospital,9,0,9,3,1,,
03/09/2024,Connolly Hospital,0,0,0,0,6,,
03/09/2024,Louth County Hospital,,,,,0,,
03/09/2024,Mater Misericordiae University Hospital,20,0,20,8,18,,
03/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
03/09/2024,Our Lady of Lourdes Hospital,16,0,16,25,0,,
03/09/2024,Our Lady's Hospital Navan,0,0,0,2,0,,
03/09/2024,HSE Dublin and North East Total,75,0,75,53,41,1,0
03/09/2024,CHI at Crumlin,1,0,1,0,4,,
03/09/2024,CHI at Tallaght,0,0,0,0,0,,
03/09/2024,CHI at Temple Street,3,0,3,0,6,1,
03/09/2024,MRH Mullingar,1,0,1,0,1,,
03/09/2024,MRH Portlaoise,3,0,3,0,9,,
03/09/2024,MRH Tullamore,0,0,0,0,8,,
03/09/2024,Naas General Hospital,3,0,3,4,10,,
03/09/2024,St. James's Hospital,24,0,24,10,23,2,
03/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
03/09/2024,Tallaght University Hospital,19,15,34,22,16,16,
03/09/2024,HSE Dublin and Midlands Total,54,15,69,36,77,19,0
03/09/2024,National Rehabilitation Hospital,,,,,7,,
03/09/2024,St. Columcille's Hospital,,,,,3,,
03/09/2024,St Luke's General Hospital Kilkenny,1,0,1,2,8,,
03/09/2024,St. Michael's Hospital,,,,,3,,
03/09/2024,St. Vincent's University Hospital,16,0,16,50,19,,
03/09/2024,Tipperary University Hospital,15,0,15,1,19,5,
03/09/2024,UH Waterford,0,0,0,9,15,,
03/09/2024,Wexford General Hospital,5,8,13,23,7,4,
03/09/2024,HSE Dublin and South East Total,37,8,45,85,81,9,0
03/09/2024,Bantry General Hospital,,,,,9,,
03/09/2024,Cork University Hospital,24,4,28,26,48,,
03/09/2024,Mallow General Hospital,,,,,5,,
03/09/2024,Mercy University Hospital,10,2,12,7,14,,
03/09/2024,South Infirmary Victoria University Hospital,,,,,2,,
03/09/2024,UH Kerry,11,0,11,0,22,3,
03/09/2024,HSE South West Total,45,6,51,33,100,3,0
03/09/2024,Ennis Hospital,,,,,4,,
03/09/2024,Nenagh Hospital,,,,,2,,
03/09/2024,St. John's Hospital Limerick,,,,,4,,
03/09/2024,UH Limerick,0,33,33,39,18,7,1
03/09/2024,HSE Mid West Total,0,33,33,39,28,7,1
03/09/2024,Galway University Hospital,21,10,31,21,34,4,
03/09/2024,Letterkenny University Hospital,0,2,2,0,30,,
03/09/2024,Mayo University Hospital,4,6,10,3,10,3,
03/09/2024,Portiuncula University Hospital,0,0,0,0,3,,
03/09/2024,Roscommon University Hospital,,,,,4,,
03/09/2024,Sligo University Hospital,10,11,21,12,31,5,
03/09/2024,HSE West and North West Total,35,29,64,36,112,12,0
03/09/2024,National Total,246,91,337,282,439,51,1
04/09/2024,Beaumont Hospital,6,0,6,12,18,,
04/09/2024,Cavan General Hospital,7,0,7,4,1,,
04/09/2024,Connolly Hospital,0,0,0,0,6,,
04/09/2024,Louth County Hospital,,,,,0,,
04/09/2024,Mater Misericordiae University Hospital,27,0,27,8,16,,
04/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
04/09/2024,Our Lady of Lourdes Hospital,15,0,15,22,0,,
04/09/2024,Our Lady's Hospital Navan,3,0,3,3,0,,
04/09/2024,HSE Dublin and North East Total,58,0,58,49,41,0,0
04/09/2024,CHI at Crumlin,4,,4,,4,,
04/09/2024,CHI at Tallaght,0,,0,0,0,,
04/09/2024,CHI at Temple Street,1,0,1,0,6,,
04/09/2024,MRH Mullingar,1,0,1,7,1,,
04/09/2024,MRH Portlaoise,4,0,4,0,10,,
04/09/2024,MRH Tullamore,0,0,0,0,8,,
04/09/2024,Naas General Hospital,2,0,2,0,10,,
04/09/2024,St. James's Hospital,19,0,19,10,22,1,
04/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
04/09/2024,Tallaght University Hospital,7,0,7,23,15,,1
04/09/2024,HSE Dublin and Midlands Total,38,0,38,40,76,1,1
04/09/2024,National Rehabilitation Hospital,,,,,8,,
04/09/2024,St. Columcille's Hospital,,,,,3,,
04/09/2024,St Luke's General Hospital Kilkenny,0,0,0,27,8,,
04/09/2024,St. Michael's Hospital,,,,,3,,
04/09/2024,St. Vincent's University Hospital,16,0,16,50,22,,
04/09/2024,Tipperary University Hospital,22,0,22,0,19,8,
04/09/2024,UH Waterford,0,0,0,0,13,,
04/09/2024,Wexford General Hospital,3,8,11,23,7,4,
04/09/2024,HSE Dublin and South East Total,41,8,49,100,83,12,0
04/09/2024,Bantry General Hospital,,,,,9,,
04/09/2024,Cork University Hospital,27,4,31,27,42,2,
04/09/2024,Mallow General Hospital,,,,,5,,
04/09/2024,Mercy University Hospital,6,3,9,7,13,2,
04/09/2024,South Infirmary Victoria University Hospital,,,,,1,,
04/09/2024,UH Kerry,4,0,4,6,21,,
04/09/2024,HSE South West Total,37,7,44,40,91,4,0
04/09/2024,Ennis Hospital,,,,,4,,
04/09/2024,Nenagh Hospital,,,,,3,,
04/09/2024,St. John's Hospital Limerick,,,,,6,,
04/09/2024,UH Limerick,0,35,35,40,17,6,
04/09/2024,HSE Mid West Total,0,35,35,40,30,6,0
04/09/2024,Galway University Hospital,9,16,25,20,32,10,
04/09/2024,Letterkenny University Hospital,11,0,11,0,30,,
04/09/2024,Mayo University Hospital,2,9,11,0,8,3,
04/09/2024,Portiuncula University Hospital,1,0,1,0,3,,
04/09/2024,Roscommon University Hospital,,,,,4,,
04/09/2024,Sligo University Hospital,5,9,14,12,32,4,
04/09/2024,HSE West and North West Total,28,34,62,32,109,17,0
04/09/2024,National Total,202,84,286,301,430,40,1
05/09/2024,Beaumont Hospital,7,0,7,14,21,,
05/09/2024,Cavan General Hospital,0,0,0,7,1,,
05/09/2024,Connolly Hospital,0,0,0,0,6,,
05/09/2024,Louth County Hospital,,,,,0,,
05/09/2024,Mater Misericordiae University Hospital,20,0,20,8,16,,
05/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
05/09/2024,Our Lady of Lourdes Hospital,8,,8,20,0,,
05/09/2024,Our Lady's Hospital Navan,2,0,2,8,0,,
05/09/2024,HSE Dublin and North East Total,37,0,37,57,44,0,0
05/09/2024,CHI at Crumlin,1,,1,,4,,
05/09/2024,CHI at Tallaght,1,0,1,0,0,,
05/09/2024,CHI at Temple Street,3,,3,2,6,,
05/09/2024,MRH Mullingar,2,0,2,0,1,,
05/09/2024,MRH Portlaoise,2,0,2,0,10,,
05/09/2024,MRH Tullamore,0,0,0,0,8,,
05/09/2024,Naas General Hospital,4,0,4,3,9,,
05/09/2024,St. James's Hospital,9,0,9,10,21,,
05/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
05/09/2024,Tallaght University Hospital,10,0,10,27,13,1,
05/09/2024,HSE Dublin and Midlands Total,32,0,32,42,72,1,0
05/09/2024,National Rehabilitation Hospital,,,,,8,,
05/09/2024,St. Columcille's Hospital,,,,,3,,
05/09/2024,St Luke's General Hospital Kilkenny,0,0,0,27,8,,
05/09/2024,St. Michael's Hospital,,,,,3,,
05/09/2024,St. Vincent's University Hospital,16,0,16,50,22,2,1
05/09/2024,Tipperary University Hospital,19,0,19,0,16,5,
05/09/2024,UH Waterford,0,0,0,6,13,,
05/09/2024,Wexford General Hospital,3,4,7,15,8,,
05/09/2024,HSE Dublin and South East Total,38,4,42,98,81,7,1
05/09/2024,Bantry General Hospital,,,,,11,,
05/09/2024,Cork University Hospital,14,7,21,27,47,1,
05/09/2024,Mallow General Hospital,,,,,6,,
05/09/2024,Mercy University Hospital,8,0,8,6,12,2,
05/09/2024,South Infirmary Victoria University Hospital,,,,,1,,
05/09/2024,UH Kerry,9,0,9,6,19,,
05/09/2024,HSE South West Total,31,7,38,39,96,3,0
05/09/2024,Ennis Hospital,,,,,4,,
05/09/2024,Nenagh Hospital,,,,,3,,
05/09/2024,St. John's Hospital Limerick,,,,,6,,
05/09/2024,UH Limerick,0,37,37,42,17,9,2
05/09/2024,HSE Mid West Total,0,37,37,42,30,9,2
05/09/2024,Galway University Hospital,19,9,28,21,33,1,
05/09/2024,Letterkenny University Hospital,2,3,5,0,30,,
05/09/2024,Mayo University Hospital,1,9,10,0,8,1,
05/09/2024,Portiuncula University Hospital,0,0,0,0,2,,
05/09/2024,Roscommon University Hospital,,,,,3,,
05/09/2024,Sligo University Hospital,6,6,12,13,32,3,
05/09/2024,HSE West and North West Total,28,27,55,34,108,5,0
05/09/2024,National Total,166,75,241,312,431,25,3
06/09/2024,Beaumont Hospital,7,0,7,0,23,,
06/09/2024,Cavan General Hospital,0,0,0,0,1,,
06/09/2024,Connolly Hospital,0,0,0,0,6,,
06/09/2024,Louth County Hospital,,,,,0,,
06/09/2024,Mater Misericordiae University Hospital,10,0,10,8,16,,
06/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
06/09/2024,Our Lady of Lourdes Hospital,14,0,14,20,0,,
06/09/2024,Our Lady's Hospital Navan,3,0,3,11,0,,
06/09/2024,HSE Dublin and North East Total,34,0,34,39,46,0,0
06/09/2024,CHI at Crumlin,7,,7,,4,,
06/09/2024,CHI at Tallaght,0,0,0,,0,,
06/09/2024,CHI at Temple Street,1,,1,0,6,,
06/09/2024,MRH Mullingar,3,0,3,6,1,,
06/09/2024,MRH Portlaoise,0,0,0,0,11,,
06/09/2024,MRH Tullamore,0,0,0,0,8,,
06/09/2024,Naas General Hospital,6,2,8,6,11,1,
06/09/2024,St. James's Hospital,10,0,10,3,21,,
06/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
06/09/2024,Tallaght University Hospital,11,0,11,24,11,1,
06/09/2024,HSE Dublin and Midlands Total,38,2,40,39,73,2,0
06/09/2024,National Rehabilitation Hospital,,,,,8,,
06/09/2024,St. Columcille's Hospital,,,,,3,,
06/09/2024,St Luke's General Hospital Kilkenny,0,0,0,25,9,,
06/09/2024,St. Michael's Hospital,,,,,3,,
06/09/2024,St. Vincent's University Hospital,14,0,14,50,22,2,
06/09/2024,Tipperary University Hospital,8,0,8,2,15,5,
06/09/2024,UH Waterford,0,0,0,0,16,,
06/09/2024,Wexford General Hospital,5,6,11,15,7,1,
06/09/2024,HSE Dublin and South East Total,27,6,33,92,83,8,0
06/09/2024,Bantry General Hospital,,,,,10,,
06/09/2024,Cork University Hospital,8,0,8,20,45,1,
06/09/2024,Mallow General Hospital,,,,,5,,
06/09/2024,Mercy University Hospital,6,0,6,5,11,1,
06/09/2024,South Infirmary Victoria University Hospital,,,,,3,,
06/09/2024,UH Kerry,3,0,3,3,22,,
06/09/2024,HSE South West Total,17,0,17,28,96,2,0
06/09/2024,Ennis Hospital,,,,,4,,
06/09/2024,Nenagh Hospital,,,,,3,,
06/09/2024,St. John's Hospital Limerick,,,,,6,,
06/09/2024,UH Limerick,3,25,28,37,17,8,
06/09/2024,HSE Mid West Total,3,25,28,37,30,8,0
06/09/2024,Galway University Hospital,12,5,17,20,37,2,
06/09/2024,Letterkenny University Hospital,2,1,3,1,33,1,
06/09/2024,Mayo University Hospital,2,7,9,0,7,,
06/09/2024,Portiuncula University Hospital,3,0,3,0,3,,
06/09/2024,Roscommon University Hospital,,,,,2,,
06/09/2024,Sligo University Hospital,9,14,23,15,21,5,
06/09/2024,HSE West and North West Total,28,27,55,36,103,8,0
06/09/2024,National Total,147,60,207,271,431,28,0
07/09/2024,Beaumont Hospital,0,0,0,0,18,,
07/09/2024,Cavan General Hospital,0,0,0,6,1,,
07/09/2024,Connolly Hospital,0,0,0,0,6,,
07/09/2024,Louth County Hospital,,,,,0,,
07/09/2024,Mater Misericordiae University Hospital,11,0,11,7,17,,
07/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
07/09/2024,Our Lady of Lourdes Hospital,0,0,0,13,0,,
07/09/2024,Our Lady's Hospital Navan,0,0,0,0,0,,
07/09/2024,HSE Dublin and North East Total,11,0,11,26,42,0,0
07/09/2024,CHI at Crumlin,4,,4,0,4,,
07/09/2024,CHI at Tallaght,1,0,1,0,0,,
07/09/2024,CHI at Temple Street,2,,2,0,3,,
07/09/2024,MRH Mullingar,1,0,1,7,3,,
07/09/2024,MRH Portlaoise,0,0,0,0,8,,
07/09/2024,MRH Tullamore,0,0,0,0,7,,
07/09/2024,Naas General Hospital,5,0,5,0,11,,
07/09/2024,St. James's Hospital,1,0,1,0,18,,
07/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
07/09/2024,Tallaght University Hospital,4,0,4,16,10,,
07/09/2024,HSE Dublin and Midlands Total,18,0,18,23,64,0,0
07/09/2024,National Rehabilitation Hospital,,,,,8,,
07/09/2024,St. Columcille's Hospital,,,,,3,,
07/09/2024,St Luke's General Hospital Kilkenny,0,0,0,0,9,,
07/09/2024,St. Michael's Hospital,,,,,3,,
07/09/2024,St. Vincent's University Hospital,10,0,10,50,20,,
07/09/2024,Tipperary University Hospital,7,0,7,2,15,,
07/09/2024,UH Waterford,0,0,0,0,16,,
07/09/2024,Wexford General Hospital,3,0,3,13,6,,
07/09/2024,HSE Dublin and South East Total,20,0,20,65,80,0,0
07/09/2024,Bantry General Hospital,,,,,10,,
07/09/2024,Cork University Hospital,3,0,3,11,42,,
07/09/2024,Mallow General Hospital,,,,,4,,
07/09/2024,Mercy University Hospital,3,0,3,0,10,,
07/09/2024,South Infirmary Victoria University Hospital,,,,,4,,
07/09/2024,UH Kerry,4,0,4,0,19,,
07/09/2024,HSE South West Total,10,0,10,11,89,0,0
07/09/2024,Ennis Hospital,,,,,4,,
07/09/2024,Nenagh Hospital,,,,,3,,
07/09/2024,St. John's Hospital Limerick,,,,,5,,
07/09/2024,UH Limerick,0,0,0,34,24,,
07/09/2024,HSE Mid West Total,0,0,0,34,36,0,0
07/09/2024,Galway University Hospital,7,0,7,21,36,,
07/09/2024,Letterkenny University Hospital,0,1,1,0,33,1,
07/09/2024,Mayo University Hospital,0,7,7,0,7,,
07/09/2024,Portiuncula University Hospital,0,0,0,0,2,,
07/09/2024,Roscommon University Hospital,,,,,2,,
07/09/2024,Sligo University Hospital,2,7,9,11,18,4,
07/09/2024,HSE West and North West Total,9,15,24,32,98,5,0
07/09/2024,National Total,68,15,83,191,409,5,0
08/09/2024,Beaumont Hospital,0,0,0,10,18,,
08/09/2024,Cavan General Hospital,0,0,0,8,1,,
08/09/2024,Connolly Hospital,0,0,0,0,6,,
08/09/2024,Louth County Hospital,,,,,0,,
08/09/2024,Mater Misericordiae University Hospital,1,0,1,7,17,,
08/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
08/09/2024,Our Lady of Lourdes Hospital,10,0,10,20,0,,
08/09/2024,Our Lady's Hospital Navan,0,0,0,2,0,,
08/09/2024,HSE Dublin and North East Total,11,0,11,47,42,0,0
08/09/2024,CHI at Crumlin,1,,1,,4,,
08/09/2024,CHI at Tallaght,2,0,2,0,0,,
08/09/2024,CHI at Temple Street,2,0,2,0,3,,
08/09/2024,MRH Mullingar,0,0,0,4,3,,
08/09/2024,MRH Portlaoise,2,0,2,0,8,,
08/09/2024,MRH Tullamore,0,0,0,0,7,,
08/09/2024,Naas General Hospital,9,3,12,0,11,,
08/09/2024,St. James's Hospital,4,0,4,0,18,,
08/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
08/09/2024,Tallaght University Hospital,5,0,5,16,10,,
08/09/2024,HSE Dublin and Midlands Total,25,3,28,20,64,0,0
08/09/2024,National Rehabilitation Hospital,,,,,8,,
08/09/2024,St. Columcille's Hospital,,,,,3,,
08/09/2024,St Luke's General Hospital Kilkenny,2,0,2,31,9,,
08/09/2024,St. Michael's Hospital,,,,,3,,
08/09/2024,St. Vincent's University Hospital,12,0,12,50,20,1,
08/09/2024,Tipperary University Hospital,12,0,12,1,15,7,
08/09/2024,UH Waterford,0,0,0,0,16,,
08/09/2024,Wexford General Hospital,2,2,4,15,6,,
08/09/2024,HSE Dublin and South East Total,28,2,30,97,80,8,0
08/09/2024,Bantry General Hospital,,,,,10,,
08/09/2024,Cork University Hospital,7,0,7,21,42,,
08/09/2024,Mallow General Hospital,,,,,3,,
08/09/2024,Mercy University Hospital,7,0,7,0,10,,
08/09/2024,South Infirmary Victoria University Hospital,,,,,4,,
08/09/2024,UH Kerry,8,0,8,0,19,,
08/09/2024,HSE South West Total,22,0,22,21,88,0,0
08/09/2024,Ennis Hospital,,,,,4,,
08/09/2024,Nenagh Hospital,,,,,3,,
08/09/2024,St. John's Hospital Limerick,,,,,5,,
08/09/2024,UH Limerick,0,25,25,34,24,1,1
08/09/2024,HSE Mid West Total,0,25,25,34,36,1,1
08/09/2024,Galway University Hospital,8,4,12,4,36,1,
08/09/2024,Letterkenny University Hospital,0,0,0,0,33,,
08/09/2024,Mayo University Hospital,2,8,10,0,7,4,
08/09/2024,Portiuncula University Hospital,1,0,1,5,2,,
08/09/2024,Roscommon University Hospital,,,,,2,,
08/09/2024,Sligo University Hospital,8,12,20,12,18,6,
08/09/2024,HSE West and North West Total,19,24,43,21,98,11,0
08/09/2024,National Total,105,54,159,240,408,20,1
09/09/2024,Beaumont Hospital,16,0,16,10,18,,
09/09/2024,Cavan General Hospital,3,,3,4,1,,
09/09/2024,Connolly Hospital,0,0,0,0,6,,
09/09/2024,Louth County Hospital,,,,,0,,
09/09/2024,Mater Misericordiae University Hospital,16,0,16,8,17,,
09/09/2024,National Orthopaedic Hospital Cappagh,,,,,0,,
09/09/2024,Our Lady of Lourdes Hospital,25,0,25,24,0,,
09/09/2024,Our Lady's Hospital Navan,1,0,1,0,0,,
09/09/2024,HSE Dublin and North East Total,61,0,61,46,42,0,0
09/09/2024,CHI at Crumlin,3,,3,0,4,,
09/09/2024,CHI at Tallaght,2,0,2,0,0,,
09/09/2024,CHI at Temple Street,1,,1,0,3,,
09/09/2024,MRH Mullingar,2,0,2,7,3,,
09/09/2024,MRH Portlaoise,2,0,2,0,8,,
09/09/2024,MRH Tullamore,0,0,0,0,7,,
09/09/2024,Naas General Hospital,4,4,8,12,11,4,
09/09/2024,St. James's Hospital,9,0,9,0,18,,
09/09/2024,St. Luke's Radiation Oncology Network,,,,,0,,
09/09/2024,Tallaght University Hospital,11,0,11,25,10,,
09/09/2024,HSE Dublin and Midlands Total,34,4,38,44,64,4,0
09/09/2024,National Rehabilitation Hospital,,,,,8,,
09/09/2024,St. Columcille's Hospital,,,,,3,,
09/09/2024,St Luke's General Hospital Kilkenny,6,0,6,47,9,,
09/09/2024,St. Michael's Hospital,,,,,3,,
09/09/2024,St. Vincent's University Hospital,25,0,25,50,20,2,
09/09/2024,Tipperary University Hospital,19,0,19,2,15,11,
09/09/2024,UH Waterford,0,0,0,2,16,,
09/09/2024,Wexford General Hospital,11,6,17,21,6,2,
